"Istituzione","Contratto","Macrocategoria","Categoria","Tele Lavoro Uomini","Tele Lavoro Donne","Soggetti Turnazione Uomini","Soggetti Turnazione Donne","Soggetti Reperibilità Uomini","Soggeti Reperibilità Donne"
"C6561","RALN","ND","CC","0","0","16","0","0","0"
"C6559","RALN","ND","CC","0","0","3","0","0","0"
"C6563","RALN","ND","CC","0","0","0","3","1","0"
"C6571","RALN","ND","CC","0","0","10","0","0","0"
"C6572","RALN","ND","CC","0","0","10","3","10","4"
"C6581","RALN","ND","CC","0","0","1","2","2","4"
"C6605","RALN","ND","CC","0","0","4","3","5","2"
"C6609","RALN","ND","CC","0","0","2","0","0","0"
"C6613","RALN","ND","CC","0","0","8","0","9","1"
"C6619","RALN","ND","CC","0","0","0","0","1","0"
"C6618","RALN","ND","CC","0","0","0","2","0","0"
"C6621","RALN","ND","CC","0","0","0","0","0","1"
"C6624","RALN","ND","CC","0","0","6","0","0","0"
"C6632","RALN","ND","CC","0","0","0","0","1","1"
"C6638","RALN","ND","CC","0","0","5","3","0","1"
"C6640","RALN","ND","CC","0","0","7","2","0","3"
"C6645","RALN","ND","CC","0","0","5","1,01","0","1"
"C6647","RALN","ND","CC","0","0","39","9","25","5"
"C6819","RALN","ND","CC","0","0","5","0","5","1"
"C6825","RALN","ND","CC","0","0","5","2","4","2"
"C6826","RALN","ND","CC","0","0","4","0","4","1"
"C6830","RALN","ND","CC","0","0","9","3","0","0"
"C6836","REFR","ND","CC","0","0","1","0","0","0"
"C6831","RALN","ND","CC","0","0","0","0","1","0"
"C6438","RALN","ND","CC","0","0","2","1","3","1"
"C6514","RALN","ND","CC","0","0","4","5","4","4"
"C6630","RALN","ND","CC","0","0","39","24","39","7"
"C6644","RALN","ND","CC","0","0","5","3","0","3"
"C6654","RALN","ND","CC","0","0","0","2","3","2"
"C6670","RALN","ND","CC","0","0","2","0","1","1"
"C6671","RALN","ND","CC","0","0","3","0","4","2"
"C6696","RALN","ND","CC","0","0","0","2","3","3"
"C6697","RALN","ND","CC","0","0","1","1","1","0"
"C6698","RALN","ND","CC","0","0","2","1","2","2"
"C6699","RALN","ND","CC","0","0","15","0","9","0"
"C6704","RALN","ND","CC","0","0","42","15","30","3"
"C6708","RALN","ND","CC","0","0","6","0","8","1"
"C6712","RALN","ND","CC","0","0","0","0","2","0"
"C6719","RALN","ND","CC","0","0","2","1","6","8"
"C6764","RALN","ND","CC","0","0","0","1","2","1"
"C6765","RALN","ND","CC","0","0","6","0","8","0"
"C6766","RALN","ND","CC","0","0","4","1","0","1"
"C6767","RALN","ND","CC","0","0","6","1","9","1"
"C6680","RALN","ND","CC","0","0","4","5","7","5"
"C6676","RALN","ND","CC","0","0","3","0","1","0"
"C6682","RALN","ND","CC","0","0","10","1","14","1"
"C6687","RALN","ND","CC","0","0","8","1","13","1"
"C6688","RALN","ND","CC","0","0","2","1","1","0"
"C6693","RALN","ND","CC","0","0","0","3","0","1"
"C6722","RALN","ND","CC","0","0","2","2","0","0"
"C6725","RALN","ND","CC","0","0","17","1","17","2"
"C6739","RALN","ND","CC","0","0","3","0","1","1"
"C6741","RALN","ND","CC","0","0","1","0","0","1"
"C6732","RALN","ND","CC","0","0","4","3","1","0"
"C8246","RALN","ND","CC","0","0","2","0","1","0"
"C6759","RALN","ND","CC","0","0","5","1","8","1"
"C6758","RALN","ND","CC","0","0","0","0","0","1"
"C6760","RALN","ND","CC","0","0","6","1","6","1"
"C6761","RALN","ND","CC","0","0","0","0","0","1"
"C6771","RALN","ND","CC","0","0","0","7","0","2"
"C6770","RALN","ND","CC","0","0","8","1","22","1"
"C6776","RALN","ND","CC","0","0","5","4","0","1"
"C6781","RALN","ND","CC","0","0","11","5","11","5"
"C6786","RALN","ND","CC","0","0","5","0","0","0"
"C6787","RALN","ND","CC","0","0","2","0","0","0"
"C6807","RALN","ND","CC","0","0","3","2","5","1"
"C6801","RALN","ND","CC","0","0","2","1","4","0"
"C6792","RALN","ND","CC","0","0","0","0","1","0"
"C6798","RALN","ND","CC","0","0","3","0","0","1"
"C6799","RALN","ND","CC","0","0","0","5","0","0"
"C6855","RALN","ND","CC","0","0","0","0","0","1"
"C6858","PRBZ","ND","CC","0","0","0","0","2","0"
"C6860","RALN","ND","CC","0","0","1","1","0","0"
"C6865","RALN","ND","CC","0","0","13","2","26","2"
"C6867","RALN","ND","CC","0","0","20","4","6","4"
"C6871","RALN","ND","CC","0","0","0","3","0","0"
"C6875","RALN","ND","CC","0","0","3","1","1","0"
"C6876","RALN","ND","CC","0","0","60","19","78","24"
"C5738","RALN","ND","CC","0","0","4","4","5","6"
"C6883","RALN","ND","CC","0","0","1","3","2","2"
"C6884","RALN","ND","CC","0","0","23","15","0","0"
"C5448","RALN","ND","CC","0","0","0","0","1","0"
"C6888","RALN","ND","CC","0","0","2","1","0","0"
"C6889","RALN","ND","CC","0","0","0","0","5","1"
"C6891","RALN","ND","CC","0","0","7","1","9","2"
"C6895","RALN","ND","CC","0","0","3","2","0","0"
"C6894","RALN","ND","CC","0","0","3","1","1","1"
"C6318","RALN","ND","CC","0","0","0","0","0","1"
"C6902","RALN","ND","CC","0","0","42","59","0","0"
"C6904","RALN","ND","CC","0","0","24","11","24","11"
"C6909","RALN","ND","CC","0","0","0","0","4","2"
"C6910","RALN","ND","CC","0","0","2","0","0","0"
"C1769","RALN","ND","CC","0","0","11","42","16","9"
"C8254","RALN","ND","CC","0","0","3","1","1","0"
"C6922","RALN","ND","CC","0","0","3","2","2","1"
"C6924","RALN","ND","CC","0","0","2","2","2","0"
"C12275","RALN","ND","CC","0","0","3","4","0","2"
"C6936","RALN","ND","CC","0","0","0","0","2","0"
"C6945","RALN","ND","CC","0","0","3","0","5","0"
"C6946","RALN","ND","CC","0","0","3","0","0","0"
"C6951","RALN","ND","CC","0","0","7","2","12","2"
"C6954","RALN","ND","CC","0","0","5","2","0","0"
"C6955","RALN","ND","CC","0","0","0","0","0","1"
"C6962","REFR","ND","CC","0","0","2","0","0","0"
"C6971","RALN","ND","CC","0","0","6","0","0","0"
"C6975","RALN","ND","CC","0","0","9","6","8","4"
"C6988","RALN","ND","CC","0","0","0","0","0","1"
"C6991","RALN","ND","CC","0","0","0","0","1","0"
"C6999","RALN","ND","CC","0","1","17","14","18","9"
"C7010","RALN","ND","CC","0","0","6","4","1","0"
"C7012","RALN","ND","CC","0","0","23","6","21","7"
"C7015","RALN","ND","CC","0","0","10","4","1","3"
"C7021","RALN","ND","CC","0","0","0","3","2","0"
"C7029","RALN","ND","CC","0","0","1","1","0","0"
"C7025","RALN","ND","CC","0","0","2","0","4","1"
"C7027","RALN","ND","CC","0","0","3","0","0","0"
"C7038","RALN","ND","CC","0","0","1","0","0","0"
"C7043","RALN","ND","CC","0","0","5","6","6","0"
"C7056","RALN","ND","CC","0","0","20","3","21","4"
"C7063","RALN","ND","CC","0","0","20","31","1","5"
"C7068","RALN","ND","CC","0","3","47","10","53","12"
"C7071","RALN","ND","CC","0","0","9","4","0","0"
"C7072","RALN","ND","CC","0","0","6","0","6","0"
"C7076","RALN","ND","CC","0","1,83","9","6,83","0","0"
"C7075","RALN","ND","CC","0","0","0","0","2","2"
"C7084","RALN","ND","CC","0","0","3","3","3","3"
"C7086","RALN","ND","CC","0","0","4","3","0","0"
"C7092","RALN","ND","CC","0","0","1","0","2","2"
"C7095","RALN","ND","CC","0","0","4","2","3","0"
"C7096","RALN","ND","CC","0","0","52","21","62","18"
"C7098","RALN","ND","CC","0","0","4","7","3","4"
"C4238","RALN","ND","CC","0","0","3","0","0","0"
"C7108","RALN","ND","CC","0","0","9","2","10","3"
"C591","RALN","ND","CC","0","0","4","4","1","2"
"C7118","RALN","ND","CC","0","0","5","3","0","0"
"C7120","RALN","ND","CC","0","0","88","29","89","29"
"C7020","RALN","ND","CC","0","0","9","3","0","0"
"C7123","RALN","ND","CC","0","0","4","1","0","0"
"C3575","RALN","ND","CC","0","0","2","1","1","1"
"C7152","RALN","ND","CC","0","0","4","0","2","0"
"C7154","RALN","ND","CC","0","0","0","0","2","1"
"C7157","RALN","ND","CC","0","0","0","0","0","1"
"C7162","RALN","ND","CC","0","0","2","0","0","1"
"C7164","RALN","ND","CC","0","0","5","5","8","6"
"C7166","RALN","ND","CC","0","0","5","2","2","0"
"C7170","RALN","ND","CC","0","0","1","0","0","0"
"C7171","RALN","ND","CC","0","0","6","1","6","2"
"C7172","RALN","ND","CC","0","0","2","0","0","0"
"C7173","RALN","ND","CC","0","0","1","4","0","0"
"C7174","RALN","ND","CC","0","0","14","1","0","0"
"C7179","RALN","ND","CC","0","0","9","6","10","1"
"C7185","RALN","ND","CC","0","0","2","2","0","0"
"C7188","RALN","ND","CC","0","0","4","0","0","0"
"C7190","RALN","ND","CC","0","0","0","0","1","0"
"C7191","RALN","ND","CC","0","0","2","2","3","2"
"C7194","RALN","ND","CC","0","0","2","3","0","1"
"C7201","RALN","ND","CC","0","0","7","4","4","0"
"C7202","RALN","ND","CC","0","0","3","0","4","1"
"C7209","RALN","ND","CC","0","0","0","0","3","0"
"C7214","RALN","ND","CC","0","0","1","0","1","2"
"C7223","RALN","ND","CC","0","0","4","3","6","4"
"C7226","RALN","ND","CC","0","0","5","8","0","0"
"C7230","RALN","ND","CC","0","0","1","1","4","1"
"C7240","RALN","ND","CC","0","0","4","1","7","1"
"C7250","RALN","ND","CC","0","0","7","8","2","2"
"C7254","RALN","ND","CC","2","0","1","2","0","0"
"C7255","RALN","ND","CC","0","0","3","0","0","0"
"C7258","RALN","ND","CC","0","0","8","0","8","1"
"C8302","RALN","ND","CC","0","0","7","2","7","2"
"C7286","RALN","ND","CC","0","0","0","0","0","1"
"C7292","RALN","ND","CC","0","0","1","1","0","0"
"C7303","RALN","ND","CC","0","0","0","2","0","1"
"C7156","RALN","ND","CC","0","0","16","4","14","2"
"C7314","RALN","ND","CC","0","0","0","0","2","0"
"C7316","RALN","ND","CC","0","0","2","0","1","0"
"C7317","RALN","ND","CC","0","0","0","2","1","1"
"C7318","RALN","ND","CC","0","0","0","0","1","0"
"C7319","RALN","ND","CC","0","0","4","2","9","3"
"C7320","RALN","ND","CC","0","0","2","2","3","7"
"C7321","RALN","ND","CC","0","0","4","0","0","0"
"C7326","RALN","ND","CC","0","0","1","1","0","1"
"C7327","RALN","ND","CC","0","0","5","3","5","5"
"C7331","RALN","ND","CC","0","0","3","1","3","2"
"C7350","REFR","ND","CC","0","0","1","2","0","0"
"C2601","RALN","ND","CC","0","0","7","5","0","0"
"C7354","RALN","ND","CC","0","0","0","1","0","0"
"C7359","RALN","ND","CC","0","0","6","0","2","0"
"C7360","RALN","ND","CC","0","0","6","0","0","0"
"C7361","REFR","ND","CC","0","0","8","0","12","0"
"C7365","RALN","ND","CC","0","0","1","0","0","0"
"C7373","RALN","ND","CC","0","0","5","1","5","1"
"C2797","RALN","ND","CC","0","0","5","1","0","0"
"C7381","RALN","ND","CC","0","0","4","7","0","0"
"C7388","RALN","ND","CC","0","0","23","18","0","0"
"C7394","RALN","ND","CC","0","0","15","1","16","1"
"C7400","RALN","ND","CC","0","0","50","66","49","24"
"C7405","RALN","ND","CC","0","0","5","3","2","2"
"C7417","RALN","ND","CC","0","0","1","1","0","0"
"C7418","RALN","ND","CC","0","0","8","2","8","4"
"C7428","RALN","ND","CC","0","0","2","0","0","3"
"C7429","RALN","ND","CC","0","0","2","2","5","4"
"C7430","RALN","ND","CC","0","0","3","3","1","0"
"C7445","RALN","ND","CC","0","0","5","0","0","0"
"C7450","RALN","ND","CC","0","0","5","0","0","1"
"C7451","RALN","ND","CC","0","0","24","32","10","11"
"C7457","RALN","ND","CC","0","0","9","2","1","1"
"C7461","RALN","ND","CC","0","0","2","1","0","0"
"C7463","RALN","ND","CC","0","0","2","0","0","0"
"C7469","RALN","ND","CC","0","0","0","0","1","1"
"C7478","RALN","ND","CC","0","0","4","2","4","2"
"C7481","RALN","ND","CC","0","0","1","2","1","0"
"C7484","RALN","ND","CC","4","26","733","1982","692","606"
"C7516","RALN","ND","CC","0","0","68","14","76","11"
"C7522","RALN","ND","CC","0","0","1","1","0","0"
"C7525","RALN","ND","CC","0","0","7","2","7","3"
"C7545","RALN","ND","CC","0","0","4","1","3","0"
"C7542","RALN","ND","CC","0","0","2","1","2","1"
"C7547","RALN","ND","CC","0","0","3","1","0","2"
"C7550","RALN","ND","CC","0","0","1","2","0","2"
"C7552","RALN","ND","CC","0","0","2","1","0","0"
"C7554","RALN","ND","CC","0","0","4","9","2","0"
"C7556","REFR","ND","CC","0","0","1","1","0","0"
"C7558","RALN","ND","CC","0","0","4","1","0","0"
"C7563","RALN","ND","CC","0","0","7","1","0","0"
"C7566","RALN","ND","CC","0","0","3","0","1","1"
"C7571","RALN","ND","CC","0","0","21","8","21","8"
"C7574","RALN","ND","CC","0","0","63","4","71","7"
"C7580","RALN","ND","CC","0","0","0","0","1","1"
"C6705","RALN","ND","CC","0","0","2","0","0","0"
"C7582","RALN","ND","CC","0","0","4","1","4","1"
"C8284","RALN","ND","CC","0","0","11","0","13","0"
"C7593","RALN","ND","CC","0","0","0","0","8","2"
"C7602","RALN","ND","CC","0","0","19","4","0","0"
"C7607","PRTN","ND","CC","1","5","110","17","12","0"
"C7608","RALN","ND","CC","0","0","0","0","10","1"
"C7611","REFR","ND","CC","0","0","1","0","0","0"
"C7612","RALN","ND","CC","0","0","6","3","7","3"
"C7616","RALN","ND","CC","0","0","4","1","4","1"
"C7625","RALN","ND","CC","0","0","14","2","20","2"
"C7627","RALN","ND","CC","0","0","0","1","0","0"
"C7626","RALN","ND","CC","0","0","4","1","5","2"
"C7629","RALN","ND","CC","0","0","3","1","0","0"
"C7631","RALN","ND","CC","1","0","47","23","17","6"
"C7635","RALN","ND","CC","0","0","5","2","1","2"
"C7641","RALN","ND","CC","0","0","10","3","2","0"
"C7646","REFR","ND","CC","0","0","145","66","91","23"
"C7647","RALN","ND","CC","0","0","8","2","7","1"
"C7655","RALN","ND","CC","0","0","1","1","0","0"
"C7658","RALN","ND","CC","0","0","1","5","0","0"
"C7665","RALN","ND","CC","0","0","6","0","6","1"
"C7669","RALN","ND","CC","0","0","3","0","3","0"
"C7670","RALN","ND","CC","0","0","5","1","0","0"
"C7677","RALN","ND","CC","0","0","2","0","2","0"
"C7679","RALN","ND","CC","0","0","5","0","0","0"
"C7685","RALN","ND","CC","0","0","1","0","0","0"
"C7686","RALN","ND","CC","0","0","3","0","4","0"
"C7687","RALN","ND","CC","0","0","6","3","7","4"
"C7693","RALN","ND","CC","0","0","2","2","0","0"
"C7695","REFR","ND","CC","0","0","48","25","58","27"
"C7696","RALN","ND","CC","0","0","12","1","14","2"
"C3184","RALN","ND","CC","0","0","4","1","6","2"
"C7708","RALN","ND","CC","0","0","16","2","18","4"
"C7717","RALN","ND","CC","0","0","2","1","2","1"
"C7726","RALN","ND","CC","0","0","1","1","0","1"
"C7731","RALN","ND","CC","0","1","8","2","0","2"
"C7737","RALN","ND","CC","0","0","1","2","0","2"
"C7740","RALN","ND","CC","0","0","0","0","1","0"
"C7747","RALN","ND","CC","0","0","0","0","5","0"
"C5212","RALN","ND","CC","0","0","7","4","11","4"
"C7758","RALN","ND","CC","0","0","2","0","0","3"
"C7760","RALN","ND","CC","0","0","2","4","0","0"
"C7776","RALN","ND","CC","0","0","1","0","4","0"
"C7784","RALN","ND","CC","0","0","0","0","2","1"
"C7781","RALN","ND","CC","0","0","1","0","0","0"
"C7789","RALN","ND","CC","0","0","5","2","5","2"
"C7791","RALN","ND","CC","0","0","4","0","0","0"
"C7792","RALN","ND","CC","0","0","3","1","2","1"
"C7813","RALN","ND","CC","0","0","2","3","0","0"
"C12296","RALN","ND","CC","0","0","8","16","7","8"
"C7827","REVA","ND","CC","0","0","5","0","0","0"
"C7837","RALN","ND","CC","0","0","1","2","0","0"
"C7839","RALN","ND","CC","0","0","3","7","0","0"
"C7840","RALN","ND","CC","0","0","1","2","0","0"
"C7844","RALN","ND","CC","0","0","9","3","0","0"
"C7850","RALN","ND","CC","0","0","51","15","62","12"
"C7849","RALN","ND","CC","0","0","0","0","1","0"
"C7852","REFR","ND","CC","0","0","2","0","0","0"
"C7861","RALN","ND","CC","0","0","0","0","1","0"
"C7864","RALN","ND","CC","0","0","2","3","1","2"
"C7866","RALN","ND","CC","0","0","3","0","1","0"
"C7868","RALN","ND","CC","0","0","3","3","0","0"
"C7872","RALN","ND","CC","0","0","0","0","0","1"
"C7881","PRBZ","ND","CC","0","0","0","13","0","0"
"C7882","RALN","ND","CC","0","0","4","2","0","0"
"C7884","RALN","ND","CC","0","0","17","13","20","8"
"C7890","RALN","ND","CC","0","0","2","0","0","0"
"C7892","RALN","ND","CC","1","17","205","125","195","95"
"C7894","RALN","ND","CC","0","0","5","1","1","1"
"C7897","RALN","ND","CC","0","0","22","3","25","3"
"C7896","RALN","ND","CC","0","0","0","0","1","0"
"C7900","RALN","ND","CC","0","0","5","1","1","0"
"C7902","RALN","ND","CC","0","0","12","9","10","5"
"C7906","RALN","ND","CC","0","0","23","13","30","6"
"C7913","RALN","ND","CC","0","0","1","1","1","0"
"C7916","RALN","ND","CC","0","0","2","6","0","0"
"C7921","RALN","ND","CC","0","0","0","0","1","0"
"C7922","RALN","ND","CC","0","0","0","1","0","0"
"C7923","RALN","ND","CC","0","0","0","1","0","0"
"C7925","RALN","ND","CC","0","0","2","0","0","0"
"C2010","REVA","ND","CC","0","0","2","2","0","0"
"C7937","RALN","ND","CC","0","0","0","0","1","0"
"C7943","RALN","ND","CC","0","0","2","0","0","0"
"C7961","RALN","ND","CC","0","0","7","3","2","0"
"C7963","RALN","ND","CC","0","0","6","1","1","0"
"C7967","RALN","ND","CC","0","0","43","38","39","21"
"C4577","RALN","ND","CC","0","0","24","1","24","1"
"C7973","RALN","ND","CC","0","0","52","34","0","0"
"C7978","RALN","ND","CC","0","0","25","3","25","0"
"C7982","RALN","ND","CC","0","0","3","1","3","3"
"C7987","RALN","ND","CC","0","0","9","3","17","5"
"C7994","RALN","ND","CC","0","0","1","3","0","0"
"C7995","RALN","ND","CC","0","2","29","97","36","14"
"C8001","RALN","ND","CC","0","0","1","1","0","0"
"C8005","RALN","ND","CC","0","0","0","0","1","0"
"C8018","RALN","ND","CC","0","0","6","3","0","0"
"C8027","RALN","ND","CC","0","0","2","4","0","0"
"C8032","RALN","ND","CC","0","0","4","0","5","2"
"C8038","RALN","ND","CC","0","0","3","0","0","0"
"C8039","RALN","ND","CC","0","0","0","0","0","2"
"C3196","RALN","ND","CC","0","0","5","0","5","0"
"C8043","RALN","ND","CC","0","0","0","0","1","0"
"C8059","RALN","ND","CC","0","0","3","0","1","2"
"C8109","RALN","ND","CC","0","0","7","7","11","3"
"C8036","RALN","ND","CC","0","0","4","2","0","2"
"C8054","RALN","ND","CC","0","0","15","8","3","1"
"C8055","RALN","ND","CC","0","0","6","1","6","4"
"C8056","RALN","ND","CC","0","0","0","0","0","2"
"C8076","RALN","ND","CC","0","0","2","0","0","0"
"C8089","RALN","ND","CC","0","0","3","0","1","0"
"C5204","RALN","ND","CC","0","0","18","1","20","1"
"C8108","RALN","ND","CC","0","0","5","3","0","0"
"C1584","RALN","ND","CC","0","0","4","3","0","1"
"C8126","RALN","ND","CC","0","0","2","0","0","0"
"C8127","RALN","ND","CC","0","0","6","3","4","1"
"C8129","RALN","ND","CC","0","0","1","5","4","2"
"C8130","RALN","ND","CC","0","0","9","3","0","1"
"C8134","RALN","ND","CC","0","0","3","2","2","2"
"C8135","RALN","ND","CC","0","0","4","2","4","2"
"C8139","PRBZ","ND","CC","0","0","1","0","0","0"
"C8143","RALN","ND","CC","0","0","1","0","1","0"
"C8150","RALN","ND","CC","0","0","29","23","26","10"
"C8153","RALN","ND","CC","0","0","0","2","0","0"
"C8154","RALN","ND","CC","0","0","35","14","34","13"
"C8155","RALN","ND","CC","0","0","9","3","0","0"
"C8157","RALN","ND","CC","0","0","2","1","0","0"
"C8158","RALN","ND","CC","0","0","2","0","3","1"
"C8166","RALN","ND","CC","0","0","0","0","1","2"
"C8168","RALN","ND","CC","0","0","1","1","0","0"
"C8172","RALN","ND","CC","0","0","22","27","22","9"
"C8173","RALN","ND","CC","0","0","0","1","0","0"
"C8182","RALN","ND","CC","0","0","7","7","4","1"
"C8186","RALN","ND","CC","0","0","0","4","1","2"
"C8191","RALN","ND","CC","0","0","4","1","0","0"
"C8194","RALN","ND","CC","0","0","4","1","4","2"
"C8196","RALN","ND","CC","0","0","6","3","1","2"
"C8210","RALN","ND","CC","0","0","1","0","0","0"
"C8218","RALN","ND","CC","0","0","3","2","2","0"
"C8221","RALN","ND","CC","0","0","4","0","0","2"
"C8226","RALN","ND","CC","0","0","0","2","0","0"
"C8228","RALN","ND","CC","0","0","0","0","3","1"
"C8229","RALN","ND","CC","0","0","6","19","6","6"
"C8233","REFR","ND","CC","0","0","1","1","0","0"
"R9194","RALN","ND","CC","17","108","10","7","53","34"
"R9196","RALN","ND","CC","0","0","0","0","14","4"
"R9197","RALN","ND","CC","0","0","5","2","9","17"
"R9813","RALN","ND","CC","3","17","3","0","53","78"
"R9199","RALN","ND","CC","0","0","8","2","9","2"
"R9201","RALN","ND","CC","5","28","0","5","45","22"
"R9202","RALN","ND","CC","0","0","61","1","91","14"
"R9205","RALN","ND","CC","26","61","28","18","32","17"
"R9207","RALN","ND","CC","0","0","0","0","21","4"
"R9209","RALN","ND","CC","1","8","0","0","66","20"
"D8367","RALN","ND","CC","0","0","0","0","3","1"
"D8344","RALN","ND","CC","0","0","0","0","1","0"
"D8342","RALN","ND","CC","5","14","0","0","0","0"
"N8780","PRBZ","ND","CC","1","5","0","1","1","0"
"N8775","PRBZ","ND","CC","0","0","0","0,5","0","0"
"N8779","PRBZ","ND","CC","1","1","0","0","0","0"
"N8776","PRBZ","ND","CC","0","0","1","0","2","0"
"N8810","REFR","ND","CC","0","1","0","0","0","0"
"ES10815","RALN","ND","CC","0","0","19","5","0","0"
"ES10534","RALN","ND","CC","0","0","2","1","0","0"
"ES10584","RALN","ND","CC","2","7","0","0","0","0"
"ES172","RALN","ND","CC","0","0","1","1","0","0"
"ES174","RALN","ND","CC","0","0","0","1","0","0"
"ES173","RALN","ND","CC","0","0","1","1","0","0"
"ES169","RALN","ND","CC","0","0","3","1","0","0"
"ES10242","RALN","ND","CC","0","0","11","1","0","0"
"ES183","PRTN","ND","CC","0","1","0","0","3","0"
"AA10255","RESA","ND","CC","0","0","0","0","34","0"
"ER10171","RALN","ND","CC","0","0","2","0","83","30"
"ER10604","RALN","ND","CC","1","0","0","0","0","0"
"ER9953","RALN","ND","CC","3","5","0","0","0","0"
"ER10817","RALN","ND","CC","0","0","2","0","0","0"
"ER9837","RALN","ND","CC","0","1","0","0","0","0"
"ER10538","RESA","ND","CC","0","1","0","0","0","0"
"ER9949","RALN","ND","CC","1","1","0","0","0","0"
"RA68","RALN","ND","CC","0","0","1","0","0","0"
"AP197","RALN","ND","CC","0","4,33","0","0","0","0"
"AP198","PRBZ","ND","CC","0","1","0","0","1","0"
"P9029","RALN","ND","CC","0","0","22","7","63","19"
"P9030","RALN","ND","CC","0","0","11","4","32","6"
"P9033","RALN","ND","CC","0","0","7","2","42","2"
"P9031","RALN","ND","CC","0","0","10","0","13","0"
"P9034","RALN","ND","CC","0","0","0","0","18","0"
"P9036","RALN","ND","CC","0","0","41","6","0","0"
"P10790","RALN","ND","CC","0","0","13","1","18","1"
"P9039","RALN","ND","CC","0","0","0","0","28","0"
"P9037","RALN","ND","CC","0","0","20","1","22","2"
"P9038","RALN","ND","CC","0","3","5","1","10","5"
"P9041","RALN","ND","CC","3","10","24","6","33","2"
"P9043","RALN","ND","CC","0","5","71","4","92","6"
"P9042","RALN","ND","CC","0","0","13","0","33","9"
"P9044","RALN","ND","CC","0","0","0","0","12","0"
"P9045","RALN","ND","CC","0","0","0","0","9","0"
"P10506","RALN","ND","CC","0","0","0","0","3","0"
"P9046","RALN","ND","CC","0","0","72","0","0","0"
"P9053","RALN","ND","CC","0","0","16","7","7","0"
"P9054","RALN","ND","CC","0","0","23","2","16","16"
"P9047","RALN","ND","CC","0","0","8","0","0","0"
"P9050","RALN","ND","CC","0","0","3","0","23","1"
"P9052","RALN","ND","CC","0","0","41","9","70","9"
"P9051","RALN","ND","CC","1","2","16","0","32","1"
"P9066","RALN","ND","CC","0","0","0","0","4","0"
"P9049","RALN","ND","CC","0","0","16","1","28","3"
"P9055","RALN","ND","CC","0","0","0","0","6","0"
"P10803","RALN","ND","CC","0","0","3","0","9","0"
"P9056","RALN","ND","CC","0","0","9","4","5","0"
"P9058","RALN","ND","CC","0","0","23","20","25","5"
"P9057","RALN","ND","CC","0","0","20","2","25","2"
"P9060","RALN","ND","CC","0","0","10","1","107","5"
"P9061","RALN","ND","CC","0","4","24","5","46","13"
"P9062","REFR","ND","CC","0","0","0","2","0","0"
"P9063","RALN","ND","CC","0","0","0","0","27","7"
"P9064","RALN","ND","CC","0","0","22","4","25","5"
"P9065","RALN","ND","CC","0","0","8","0","8","0"
"P9108","RALN","ND","CC","0","0","6","3","17","9"
"P9071","RALN","ND","CC","0","1","27","4","39","4"
"P9068","RALN","ND","CC","0","0","18","5","34","7"
"P9067","RALN","ND","CC","0","0","9","3","24","4"
"P9069","RALN","ND","CC","0","1","16","3","23","3"
"P9072","RALN","ND","CC","0","0","9","2","29","12"
"P9073","RALN","ND","CC","0","0","7","9","1","0"
"P9076","RALN","ND","CC","0","0","0","0","21","1"
"P9078","RALN","ND","CC","0","0","5","1","19","2"
"P9074","RALN","ND","CC","0","0","51","15","19","10"
"P9075","RALN","ND","CC","0","0","115","20","58","40"
"P9077","RALN","ND","CC","1","5","10","1","11","3"
"P10801","RALN","ND","CC","0","0","10","5","27","11"
"P9080","RALN","ND","CC","0","0","98","35","96","26"
"P9081","RALN","ND","CC","0","0","0","0","10","3"
"P10337","RALN","ND","CC","0","0","0","0","1","1"
"P10382","RALN","ND","CC","0","0","0","0","5","0"
"P9083","RALN","ND","CC","1","0","0","0","11","2"
"P9086","RALN","ND","CC","0","1","10","0","19","2"
"P9084","RALN","ND","CC","0","0","9","1","22","1"
"P9092","RALN","ND","CC","0","0","10","1","25","4"
"P9095","RALN","ND","CC","1","4","0","0","10","0"
"P9088","RALN","ND","CC","2","2","80","14","147","26"
"P9093","RALN","ND","CC","0","0","6","10","4","0"
"P9087","RALN","ND","CC","0","0","0","0","10","2"
"P9085","RALN","ND","CC","0","0","6","5","7","0"
"P9094","RALN","ND","CC","0","1","8","3","8","0"
"P9090","REFR","ND","CC","0","0","14","1","8","1"
"P9096","RALN","ND","CC","0","0","14","0","25","0"
"P9091","RALN","ND","CC","0","0","6","2","9","0"
"P9100","RALN","ND","CC","0","0","35","3","12","0"
"P9097","RALN","ND","CC","0","0","13","5","14","0"
"P9099","RALN","ND","CC","0","1","12","1","31","1"
"P9101","RALN","ND","CC","0","0","7","9","15","3"
"P9103","RALN","ND","CC","0","2","6","3","6","0"
"P9102","RALN","ND","CC","0","0","111","42","207","68"
"P9104","RALN","ND","CC","0","0","13","0","5","0"
"P9105","RALN","ND","CC","0","0","35","13","58","13"
"P9110","RALN","ND","CC","0","0","0","0","11","5"
"P9111","RALN","ND","CC","0","0","8","1","15","1"
"P9106","RALN","ND","CC","0","1","18","3","33","3"
"P9109","RALN","ND","CC","0","0","11","1","10","1"
"P9107","RALN","ND","CC","0","0","13","0","22","0"
"P9112","RALN","ND","CC","0","0","22","4","21","5"
"P9113","RALN","ND","CC","0","0","9","2","12","0"
"P9116","RALN","ND","CC","0","0","0","0","13","2"
"P9114","RALN","ND","CC","2","7","20","1","36","0"
"P9118","RALN","ND","CC","2","1","14","1","26","1"
