"Istituzione","Contratto","Categoria","Qualifica","Causale Assunzione","Uomini","Donne"
"U9543","SSNA","SI","S16020","A23","0","13"
"U9543","SSNA","SI","S16020","A23","6","0"
"U9543","SSNA","SF","S16019","A23","0","2"
"U9543","SSNA","LT","T13660","A23","0","7"
"U9543","SSNA","LT","T13660","A23","2","0"
"U9545","SSNA","MD","SD0035","A23","0","8"
"U9545","SSNA","MD","SD0035","A23","6","0"
"U9545","SSNA","MD","SD0036","A23","0","1"
"U9545","SSNA","DS","SD0A12","A23","0","4"
"U9545","SSNA","SI","S16020","A23","0","37"
"U9545","SSNA","SI","S16020","A23","6","0"
"U9545","SSNA","ST","S16021","A23","0","2"
"U9545","SSNA","ST","S16021","A23","2","0"
"U9545","SSNA","SF","S16019","A23","0","4"
"U9545","SSNA","LT","T16024","A23","0","1"
"U9545","SSNA","LT","T13660","A23","0","11"
"U9545","SSNA","LT","T13660","A23","1","0"
"U9545","SSNA","LA","A12017","A23","0","14"
"U9545","SSNA","LA","A12017","A23","7","0"
"U9542","SSNA","MD","SD0E33","A23","1","0"
"U9542","SSNA","MD","SD0035","A23","0","4"
"U9542","SSNA","MD","SD0035","A23","2","0"
"U9542","SSNA","SI","S16020","A23","0","8"
"U9542","SSNA","ST","S16021","A23","0","1"
"U9542","SSNA","ST","S16021","A23","1","0"
"U9542","SSNA","LT","T16024","A23","0","1"
"U9542","SSNA","LT","T13660","A23","0","5"
"U9542","SSNA","LT","T12057","A23","0","2"
"U9542","SSNA","LT","T12057","A23","1","0"
"U9542","SSNA","LA","A14005","A23","0","4"
"U9542","SSNA","LA","A14005","A23","1","0"
"U9542","SSNA","LA","A12017","A23","1","0"
"U9577","SSNA","MD","SD0E33","A23","0","1"
"U9577","SSNA","MD","SD0E33","A23","1","0"
"U9577","SSNA","MD","SD0035","A23","0","10"
"U9577","SSNA","MD","SD0035","A23","4","0"
"U9577","SSNA","SI","S16020","A23","0","53"
"U9577","SSNA","SI","S16020","A23","16","0"
"U9577","SSNA","ST","S16021","A23","0","2"
"U9577","SSNA","ST","S16021","A23","4","0"
"U9577","SSNA","SV","S16022","A23","0","2"
"U9577","SSNA","SF","S16019","A23","0","3"
"U9577","SSNA","LT","T13660","A23","0","17"
"U9577","SSNA","LT","T13660","A23","1","0"
"U9577","SSNA","LT","T12057","A23","0","1"
"U9577","SSNA","LT","T12057","A23","6","0"
"U9577","SSNA","LA","A16028","A23","0","3"
"U9577","SSNA","LA","A16028","A23","2","0"
"U9577","SSNA","LA","A14005","A23","0","1"
"U9577","SSNA","LA","A13018","A23","0","2"
"U9577","SSNA","LA","A13018","A23","4","0"
"J10321","SSNA","MD","SD0035","A23","0","4"
"J10321","SSNA","SI","S16020","A23","0","6"
"J10321","SSNA","SI","S16020","A23","4","0"
"J10321","SSNA","ST","S16021","A23","1","0"
"J10321","SSNA","LT","T13660","A23","0","2"
"U9575","SSNA","MD","SD0E33","A23","7","0"
"U9575","SSNA","MD","SD0035","A23","0","3"
"U9575","SSNA","MD","SD0035","A23","1","0"
"U9575","SSNA","DT","TD0A01","A23","1","0"
"U9575","SSNA","SI","S16020","A23","0","12"
"U9575","SSNA","SI","S16020","A23","2","0"
"U9575","SSNA","ST","S16021","A23","0","2"
"U9575","SSNA","ST","S16021","A23","1","0"
"U9575","SSNA","SV","S16022","A23","0","1"
"U9575","SSNA","SF","S16019","A23","0","2"
"U9575","SSNA","LT","T16024","A23","0","2"
"U9575","SSNA","LT","T13660","A23","0","4"
"U9575","SSNA","LT","T13660","A23","2","0"
"U9575","SSNA","LT","T12057","A23","2","0"
"U9575","SSNA","LA","A14005","A23","1","0"
"U9575","SSNA","LA","A13018","A23","1","0"
"U9575","SSNA","LA","A12017","A23","0","1"
"U9574","SSNA","MD","SD0035","A23","0","9"
"U9574","SSNA","MD","SD0035","A23","9","0"
"U9574","SSNA","SI","S18023","A23","0","1"
"U9574","SSNA","SI","S16020","A23","0","10"
"U9574","SSNA","SI","S16020","A23","3","0"
"U9574","SSNA","ST","S16021","A23","0","5"
"U9574","SSNA","ST","S16021","A23","1","0"
"U9574","SSNA","SV","S16022","A23","0","3"
"U9574","SSNA","SF","S16019","A23","0","1"
"U9574","SSNA","SF","S16019","A23","1","0"
"U9574","SSNA","LT","T13059","A23","3","0"
"U9574","SSNA","LT","T13660","A23","0","2"
"U9574","SSNA","LT","T13660","A23","1","0"
"K8641","SSNA","DP","PD0A45","A23","1","0"
"K8641","SSNA","DT","TD0A01","A23","1","0"
"K8641","SSNA","ST","S16021","A23","0","1"
"K8641","SSNA","LT","T16026","A23","0","1"
"K8641","SSNA","LT","T13059","A23","2","0"
"K8641","SSNA","LA","A14005","A23","0","1"
"K8641","SSNA","LA","A13018","A23","0","3"
"K8641","SSNA","LA","A13018","A23","1","0"
"U9576","SSNA","MD","SD0E33","A23","0","1"
"U9576","SSNA","MD","SD0035","A23","0","7"
"U9576","SSNA","MD","SD0035","A23","1","0"
"U9576","SSNA","DA","AD0032","A23","0","1"
"U9576","SSNA","DA","AD0A31","A23","0","1"
"U9576","SSNA","SV","S16022","A23","0","3"
"U9576","SSNA","SF","S16019","A23","0","2"
"U9576","SSNA","SF","S16019","A23","2","0"
"U9576","SSNA","LT","T13660","A23","0","5"
"U9576","SSNA","LA","A14005","A23","0","1"
"U9565","SSNA","MD","SD0E33","A23","8","0"
"U9565","SSNA","MD","SD0035","A23","0","3"
"U9565","SSNA","MD","SD0035","A23","1","0"
"U9565","SSNA","SI","S16020","A23","0","32"
"U9565","SSNA","SI","S16020","A23","9","0"
"U9565","SSNA","ST","S16021","A23","0","4"
"U9565","SSNA","ST","S16021","A23","3","0"
"U9565","SSNA","LT","T13660","A23","0","24"
"U9565","SSNA","LT","T13660","A23","4","0"
"U9565","SSNA","LA","A14005","A23","0","1"
"U9565","SSNA","LA","A14005","A23","1","0"
"U9573","SSNA","MD","SD0035","A23","0","1"
"U9573","SSNA","MD","SD0035","A23","1","0"
"U9573","SSNA","ST","S16021","A23","1","0"
"U9566","SSNA","MD","SD0E33","A23","2","0"
"U9566","SSNA","MD","SD0035","A23","0","5"
"U9566","SSNA","MD","SD0035","A23","3","0"
"U9566","SSNA","SI","S16020","A23","0","26"
"U9566","SSNA","SI","S16020","A23","10","0"
"U9566","SSNA","ST","S16021","A23","0","3"
"U9566","SSNA","ST","S16021","A23","2","0"
"U9566","SSNA","SV","S16022","A23","0","1"
"U9566","SSNA","SF","S16019","A23","0","1"
"U9566","SSNA","LT","T13059","A23","1","0"
"U9566","SSNA","LT","T13660","A23","0","8"
"U9566","SSNA","LA","A12017","A23","0","1"
"U9556","SSNA","MD","SD0035","A23","0","9"
"U9556","SSNA","MD","SD0035","A23","2","0"
"U9556","SSNA","MD","SD0597","A23","0","1"
"U9556","SSNA","SI","S16020","A23","0","9"
"U9556","SSNA","ST","S16021","A23","0","1"
"U9556","SSNA","SF","S16019","A23","0","5"
"U9556","SSNA","SF","S16019","A23","1","0"
"U9556","SSNA","LT","T16024","A23","0","1"
"U9556","SSNA","LT","T13660","A23","0","4"
"U9556","SSNA","LT","T13660","A23","4","0"
"U9579","SSNA","SI","S16020","A23","0","7"
"U9579","SSNA","SI","S16020","A23","1","0"
"U9579","SSNA","ST","S16021","A23","0","1"
"U9579","SSNA","ST","S16021","A23","1","0"
"U9579","SSNA","SF","S16019","A23","0","1"
"U9579","SSNA","LT","T13660","A23","0","1"
"U9578","SSNA","MD","SD0E33","A23","1","0"
"U9578","SSNA","MD","SD0035","A23","0","2"
"U9578","SSNA","MD","SD0035","A23","4","0"
"U9578","SSNA","DS","SD0483","A23","0","1"
"U9578","SSNA","SI","S16020","A23","0","18"
"U9578","SSNA","SI","S16020","A23","15","0"
"U9578","SSNA","ST","S16021","A23","0","1"
"U9578","SSNA","ST","S16021","A23","1","0"
"U9578","SSNA","SV","S16022","A23","0","1"
"U9578","SSNA","LT","T16024","A23","0","2"
"U9578","SSNA","LT","T13660","A23","0","16"
"U9541","SSNA","MD","SD0E33","A23","0","1"
"U9541","SSNA","MD","SD0E33","A23","1","0"
"U9541","SSNA","MD","SD0035","A23","0","2"
"U9541","SSNA","MD","SD0035","A23","2","0"
"U9541","SSNA","SI","S16020","A23","0","7"
"U9541","SSNA","SI","S16020","A23","2","0"
"U9541","SSNA","ST","S16021","A23","1","0"
"U9541","SSNA","LT","T13660","A23","0","1"
"U9541","SSNA","LT","T13660","A23","3","0"
"U9541","SSNA","LA","A13018","A23","0","1"
"U9540","SSNA","MD","SD0035","A23","0","1"
"U9540","SSNA","MD","SD0035","A23","3","0"
"U9540","SSNA","DS","SD0A65","A23","0","1"
"U9540","SSNA","LT","T16024","A23","0","1"
"U9540","SSNA","LA","A16028","A23","0","1"
"U9540","SSNA","LA","A13018","A23","0","1"
"U9553","SSNA","MD","SD0E33","A23","0","2"
"U9553","SSNA","MD","SD0E33","A23","2","0"
"U9553","SSNA","MD","SD0035","A23","0","9"
"U9553","SSNA","MD","SD0035","A23","4","0"
"U9553","SSNA","SI","S16020","A23","0","2"
"U9553","SSNA","ST","S16021","A23","0","3"
"U9553","SSNA","SF","S16019","A23","0","1"
"U9553","SSNA","LT","T13660","A23","0","4"
"U9553","SSNA","LA","A16028","A23","0","1"
"U9553","SSNA","LA","A13018","A23","0","2"
"U9553","SSNA","LA","A13018","A23","1","0"
"U9551","SSNA","MD","SD0035","A23","0","5"
"U9551","SSNA","MD","SD0035","A23","5","0"
"U9551","SSNA","DS","SD0A38","A23","0","1"
"U9551","SSNA","SI","S16020","A23","0","41"
"U9551","SSNA","SI","S16020","A23","12","0"
"U9551","SSNA","ST","S16021","A23","0","1"
"U9551","SSNA","ST","S16021","A23","1","0"
"U9551","SSNA","SV","S16022","A23","0","4"
"U9551","SSNA","SF","S16019","A23","0","4"
"U9551","SSNA","LT","T13660","A23","0","3"
"U9551","SSNA","LT","T13660","A23","1","0"
"U9551","SSNA","LA","A14005","A23","0","1"
"U9551","SSNA","LA","A14005","A23","1","0"
"U9549","SSNA","MD","SD0E33","A23","1","0"
"U9549","SSNA","MD","SD0035","A23","0","6"
"U9549","SSNA","MD","SD0035","A23","11","0"
"U9549","SSNA","DP","PD0A45","A23","1","0"
"U9549","SSNA","SI","S16020","A23","0","6"
"U9549","SSNA","SI","S16020","A23","3","0"
"U9549","SSNA","ST","S16021","A23","0","6"
"U9549","SSNA","ST","S16021","A23","3","0"
"U9549","SSNA","SV","S16022","A23","0","1"
"U9549","SSNA","LT","T13660","A23","0","9"
"U9549","SSNA","LT","T13660","A23","2","0"
"U9549","SSNA","LA","A14005","A23","0","2"
"AA11101","SSNA","MD","SD0035","A23","1","0"
"U9437","SSNA","MD","SD0035","A23","0","4"
"U9434","SSNA","MD","SD0035","A23","0","3"
"U9434","SSNA","MD","SD0035","A23","3","0"
"U9423","SSNA","MD","SD0035","A23","3","0"
"U9424","SSNA","MD","SD0035","A23","0","3"
"U9424","SSNA","MD","SD0035","A23","1","0"
"U9424","SSNA","LT","T16024","A23","0","1"
"U9425","SSNA","MD","SD0035","A23","0","1"
"U9427","SSNA","MD","SD0035","A23","0","2"
"U9427","SSNA","MD","SD0035","A23","1","0"
"U9427","SSNA","ST","S16021","A23","0","1"
"U9427","SSNA","ST","S16021","A23","1","0"
"U10330","SSNA","MD","SD0035","A23","1","0"
"K8645","SSNA","ST","S16021","A23","0","2"
"K8645","SSNA","ST","S14054","A23","0","2"
"PU9818","SSNA","MD","SD0035","A23","0","2"
"PU9818","SSNA","MD","SD0035","A23","1","0"
"PU9818","SSNA","DS","SD0A38","A23","0","1"
"PU9818","SSNA","LT","T12057","A23","1","0"
"U9426","SSNA","MD","SD0035","A23","0","1"
"U9428","SSNA","MD","SD0036","A23","0","2"
"U9428","SSNA","MD","SD0036","A23","3","0"
"U9429","SSNA","MD","SD0035","A23","0","1"
"U9429","SSNA","MD","SD0036","A23","0","1"
"U9429","SSNA","MD","SD0036","A23","1","0"
"U9435","SSNA","MD","SD0035","A23","0","2"
"U9435","SSNA","MD","SD0035","A23","1","0"
"U9433","SSNA","MD","SD0035","A23","1","0"
"U9433","SSNA","SF","S16019","A23","0","1"
"U9430","SSNA","MD","SD0035","A23","0","2"
"U10755","SSNA","SI","S16020","A23","0","2"
"U10753","SSNA","MD","SD0035","A23","0","1"
"PU10752","SSNA","DS","SD0A12","A23","0","1"
"U10746","SSNA","MD","SD0035","A23","0","1"
"U10746","SSNA","SI","S16020","A23","0","2"
"K8642","SSNA","ST","S16021","A23","0","2"
"U10743","SSNA","MD","SD0E33","A23","1","0"
"U10743","SSNA","DG","0D0482","A23","1","0"
"U10748","SSNA","MD","SD0035","A23","0","1"
"U10748","SSNA","MD","SD0035","A23","1","0"
"U10748","SSNA","SI","S16020","A23","0","5"
"U10748","SSNA","SI","S16020","A23","11","0"
"U10748","SSNA","LT","T16024","A23","0","1"
"PU10749","SSNA","DS","SD0A38","A23","0","2"
"PU10749","SSNA","DS","SD0A38","A23","3","0"
"PU10749","SSNA","SI","S16020","A23","4","0"
"U10769","SSNA","MD","SD0E33","A23","1","0"
"U10769","SSNA","MD","SD0035","A23","0","1"
"PU10744","SSNA","DS","SD0A38","A23","0","2"
"PU10744","SSNA","SI","S16020","A23","0","1"
"U10739","SSNA","MD","SD0035","A23","0","1"
"U10739","SSNA","SI","S16020","A23","10","0"
"U10738","SSNA","SI","S16020","A23","1","0"
"U10742","SSNA","MD","SD0E33","A23","1","0"
"U10742","SSNA","MD","SD0035","A23","1","0"
"U10742","SSNA","DG","0D0097","A23","0","1"
"U10742","SSNA","DG","0D0482","A23","0","1"
"U10742","SSNA","DG","0D0163","A23","0","1"
"U10423","SSNA","MD","SD0035","A23","0","3"
"U10423","SSNA","MD","SD0035","A23","4","0"
"U10423","SSNA","MD","SD0036","A23","1","0"
"U10423","SSNA","SI","S16020","A23","0","27"
"U10423","SSNA","SI","S16020","A23","12","0"
"U10423","SSNA","ST","S16021","A23","0","2"
"U10423","SSNA","LT","T13059","A23","0","1"
"U10423","SSNA","LT","T13660","A23","0","43"
"U10423","SSNA","LT","T13660","A23","6","0"
"U10423","SSNA","LA","A16028","A23","0","1"
"U10423","SSNA","LA","A12017","A23","0","1"
"U9419","SSNA","SI","S16020","A23","0","7"
"U9419","SSNA","SI","S16020","A23","3","0"
"U9419","SSNA","ST","S16021","A23","0","1"
"U9419","SSNA","LT","T13660","A23","0","1"
"U9420","SSNA","MD","SD0035","A23","0","1"
"U9420","SSNA","SI","S16020","A23","0","6"
"U9420","SSNA","SI","S16020","A23","3","0"
"U9420","SSNA","SF","S16019","A23","0","2"
"U9420","SSNA","SF","S16019","A23","1","0"
"U9420","SSNA","LT","T13660","A23","0","5"
"U9420","SSNA","LT","T13660","A23","2","0"
"IP10456","SSNA","SI","S16020","A23","0","5"
"IP10456","SSNA","SI","S16020","A23","1","0"
"IP10456","SSNA","SF","S16019","A23","0","6"
"IP10456","SSNA","LA","A14005","A23","0","2"
"AP9841","SSNA","SV","S16022","A23","0","1"
"AP9841","SSNA","LT","T16026","A23","2","0"
"U9421","SSNA","MD","SD0035","A23","0","2"
"U9421","SSNA","SI","S16020","A23","0","1"
"IP10501","SSNA","LT","T13660","A23","0","1"
"IP10843","SSNA","SI","S16020","A23","1","0"
"IP10843","SSNA","LT","T13660","A23","2","0"
"IP10842","SSNA","LT","T13660","A23","0","2"
"IP10842","SSNA","LT","T13660","A23","1","0"
"IP10471","SSNA","SI","S16020","A23","0","4"
"IP10471","SSNA","SI","S16020","A23","1","0"
"IP10471","SSNA","SF","S16019","A23","0","1"
"IP10710","SSNA","LA","A14005","A23","0","1"
"U10294","SSNA","MD","SD0035","A23","0","2"
"U10294","SSNA","MD","SD0035","A23","3","0"
"U10294","SSNA","DS","SD0A38","A23","1","0"
"U10294","SSNA","SI","S16020","A23","0","4"
"U10294","SSNA","SI","S16020","A23","3","0"
"U10294","SSNA","SI","S14E52","A23","0","1"
"U10294","SSNA","ST","S16021","A23","4","0"
"U10294","SSNA","LT","T13660","A23","0","1"
"U10294","SSNA","LT","T13660","A23","1","0"
"U10294","SSNA","LT","T12057","A23","1","0"
"U10294","SSNA","LA","A16028","A23","1","0"
"U10294","SSNA","LA","A14005","A23","1","0"
"U9417","SSNA","MD","SD0035","A23","2","0"
"U9417","SSNA","SI","S16020","A23","0","2"
"U9417","SSNA","SI","S16020","A23","1","0"
"J8629","SSNA","MD","SD0035","A23","2","0"
"J8629","SSNA","SI","S16020","A23","0","1"
"J8629","SSNA","ST","S16021","A23","1","0"
"J8636","SSNA","MD","SD0035","A23","0","1"
"J8636","SSNA","MD","SD0035","A23","1","0"
"J8636","SSNA","SI","S16020","A23","1","0"
"J8636","SSNA","LT","T13660","A23","0","7"
"J8636","SSNA","LT","T13660","A23","2","0"
"U9637","SSNA","MD","SD0035","A23","0","3"
"U9637","SSNA","MD","SD0035","A23","3","0"
"U9637","SSNA","SI","S16020","A23","0","5"
"U9637","SSNA","SI","S16020","A23","2","0"
"U9637","SSNA","SF","S16019","A23","0","1"
"U9637","SSNA","LT","T13059","A23","1","0"
"U9637","SSNA","LT","T13660","A23","0","31"
"U9637","SSNA","LT","T13660","A23","3","0"
"U9422","SSNA","MD","SD0035","A23","0","1"
"U9422","SSNA","SI","S16020","A23","0","2"
"U9418","SSNA","MD","SD0035","A23","0","3"
"U9418","SSNA","MD","SD0035","A23","3","0"
"U9418","SSNA","DS","SD0A38","A23","0","1"
"U9418","SSNA","DS","SD0A65","A23","0","1"
"U9418","SSNA","DS","SD0A65","A23","1","0"
"U9418","SSNA","SI","S16020","A23","0","5"
"U9418","SSNA","ST","S16021","A23","0","1"
"U9418","SSNA","ST","S16021","A23","2","0"
"U9418","SSNA","LT","T13660","A23","0","1"
"U9418","SSNA","LT","T12057","A23","1","0"
"PU10574","SSNA","DP","PD0046","A23","1","0"
"PU10574","SSNA","LA","A16028","A23","0","1"
"U9629","SSNA","MD","SD0E33","A23","1","0"
"U9629","SSNA","MD","SD0035","A23","0","9"
"U9629","SSNA","MD","SD0035","A23","1","0"
"U9629","SSNA","MD","SD0036","A23","0","2"
"U9629","SSNA","DS","SD0E66","A23","1","0"
"U9629","SSNA","DP","PD0A45","A23","3","0"
"U9629","SSNA","SI","S16020","A23","0","3"
"U9629","SSNA","ST","S16021","A23","0","1"
"U9629","SSNA","SV","S16022","A23","0","5"
"U9629","SSNA","SV","S16022","A23","3","0"
"U9629","SSNA","SF","S16019","A23","0","10"
"U9629","SSNA","LT","T16026","A23","1","0"
"U9629","SSNA","LT","T14007","A23","6","0"
"U9629","SSNA","LT","T13660","A23","0","38"
"U9629","SSNA","LT","T13660","A23","6","0"
"U9629","SSNA","LA","A16028","A23","0","1"
"U9629","SSNA","LA","A16028","A23","2","0"
"U9629","SSNA","LA","A14005","A23","0","13"
"U9629","SSNA","LA","A14005","A23","3","0"
"U9630","SSNA","MD","SD0035","A23","0","5"
"U9630","SSNA","MD","SD0035","A23","3","0"
"U9630","SSNA","MD","SD0036","A23","1","0"
"U9630","SSNA","MV","SD0A73","A23","0","1"
"U9630","SSNA","MV","SD0A73","A23","2","0"
"U9630","SSNA","DA","AD0A31","A23","1","0"
"U9630","SSNA","SI","S16020","A23","0","90"
"U9630","SSNA","SI","S16020","A23","45","0"
"U9630","SSNA","ST","S16021","A23","0","3"
"U9630","SSNA","ST","S16021","A23","3","0"
"U9630","SSNA","SV","S16022","A23","0","3"
"U9630","SSNA","SF","S16019","A23","0","1"
"U9630","SSNA","LT","T14007","A23","0","1"
"U9630","SSNA","LT","T13660","A23","0","5"
"U9630","SSNA","LA","A16028","A23","0","4"
"U9630","SSNA","LA","A16028","A23","1","0"
"U9630","SSNA","LA","A14005","A23","0","4"
"U9630","SSNA","LA","A14005","A23","1","0"
"U9633","SSNA","MD","SD0E33","A23","1","0"
"U9633","SSNA","MD","SD0035","A23","0","7"
"U9633","SSNA","MD","SD0035","A23","7","0"
"U9633","SSNA","DS","SD0A38","A23","0","1"
"U9633","SSNA","DS","SD0064","A23","0","2"
"U9633","SSNA","DS","SD0483","A23","1","0"
"U9633","SSNA","DP","PD0A45","A23","0","1"
"U9633","SSNA","SI","S16020","A23","0","2"
"U9633","SSNA","SI","S16020","A23","2","0"
"U9633","SSNA","ST","S16021","A23","0","1"
"U9633","SSNA","SV","S16022","A23","0","1"
"U9633","SSNA","SV","S16022","A23","3","0"
"U9633","SSNA","SF","S16019","A23","0","3"
"U9633","SSNA","SF","S16019","A23","1","0"
"U9633","SSNA","LT","T13059","A23","1","0"
"U9633","SSNA","LT","T13660","A23","0","7"
"U9633","SSNA","LT","T13660","A23","1","0"
"U9633","SSNA","LA","A14005","A23","1","0"
"U9646","SSNA","MD","SD0035","A23","0","7"
"U9646","SSNA","SI","S16020","A23","0","26"
"U9646","SSNA","SI","S16020","A23","11","0"
"U9646","SSNA","ST","S16021","A23","0","2"
"U9646","SSNA","SF","S16019","A23","0","2"
"U9646","SSNA","SF","S16019","A23","1","0"
"U9646","SSNA","LT","T13660","A23","0","34"
"U9646","SSNA","LT","T13660","A23","12","0"
"PU10539","SSNA","MD","SD0035","A23","0","2"
"PU10539","SSNA","MD","SD0035","A23","1","0"
"PU10539","SSNA","MD","SD0036","A23","0","1"
"PU10539","SSNA","SI","S16020","A23","0","50"
"PU10539","SSNA","SI","S16020","A23","23","0"
"PU10539","SSNA","SF","S16019","A23","0","1"
"PU10539","SSNA","LT","T13660","A23","0","9"
"PU10539","SSNA","LT","T13660","A23","2","0"
"AP10610","SSNA","LT","T16026","A23","2","0"
"U9636","SSNA","MD","SD0035","A23","0","16"
"U9636","SSNA","MD","SD0035","A23","3","0"
"U9636","SSNA","MV","SD0A73","A23","2","0"
"U9636","SSNA","DS","SD0483","A23","0","1"
"U9636","SSNA","DS","SD0483","A23","1","0"
"U9636","SSNA","ST","S16021","A23","0","2"
"U9636","SSNA","ST","S16021","A23","1","0"
"U9636","SSNA","SF","S16019","A23","0","5"
"U9636","SSNA","SF","S16019","A23","1","0"
"U9636","SSNA","LT","T14007","A23","0","1"
"U9636","SSNA","LT","T14007","A23","4","0"
"U9635","SSNA","MD","SD0035","A23","0","6"
"U9635","SSNA","MD","SD0035","A23","17","0"
"U9635","SSNA","MD","SD0036","A23","1","0"
"U9635","SSNA","DT","TD0A01","A23","1","0"
"U9635","SSNA","ST","S16021","A23","0","7"
"U9635","SSNA","SF","S16019","A23","0","4"
"U9635","SSNA","SF","S16019","A23","2","0"
"U9635","SSNA","LT","T13059","A23","3","0"
"U9634","SSNA","MD","SD0035","A23","0","4"
"U9634","SSNA","MD","SD0035","A23","3","0"
"U9634","SSNA","DS","SD0A65","A23","0","6"
"U9634","SSNA","DS","SD0064","A23","1","0"
"U9634","SSNA","SI","S16020","A23","0","1"
"U9631","SSNA","MD","SD0E33","A23","1","0"
"U9631","SSNA","MD","SD0035","A23","0","12"
"U9631","SSNA","MD","SD0035","A23","2","0"
"U9631","SSNA","MV","SD0A73","A23","0","3"
"U9631","SSNA","MV","SD0A73","A23","4","0"
"U9631","SSNA","DS","SD0A65","A23","0","4"
"U9631","SSNA","DS","SD0A65","A23","1","0"
"U9631","SSNA","SI","S16020","A23","0","5"
"U9631","SSNA","SV","S16022","A23","0","4"
"U9631","SSNA","SV","S16022","A23","3","0"
"U9631","SSNA","SF","S16019","A23","0","5"
"U9631","SSNA","SF","S16019","A23","1","0"
"U9631","SSNA","LT","T16026","A23","1","0"
"U9631","SSNA","LT","T13059","A23","3","0"
"U9631","SSNA","LT","T13660","A23","0","14"
"U9631","SSNA","LT","T13660","A23","2","0"
"U9631","SSNA","LA","A16028","A23","0","5"
"U9631","SSNA","LA","A14005","A23","0","7"
"U9631","SSNA","LA","A14005","A23","6","0"
"U9632","SSNA","MD","SD0E33","A23","1","0"
"U9632","SSNA","MD","SD0035","A23","0","3"
"U9632","SSNA","MD","SD0035","A23","1","0"
"U9632","SSNA","MV","SD0A73","A23","0","1"
"U9632","SSNA","SI","S16020","A23","0","3"
"U9632","SSNA","SI","S16020","A23","1","0"
"U9632","SSNA","LT","T13660","A23","0","2"
"U9603","SSNA","MD","SD0035","A23","0","5"
"U9603","SSNA","MD","SD0035","A23","1","0"
"U9603","SSNA","SI","S16020","A23","0","3"
"U9603","SSNA","SI","S16020","A23","1","0"
"U9603","SSNA","ST","S16021","A23","0","1"
"U9603","SSNA","ST","S16021","A23","2","0"
"U9603","SSNA","LT","T16026","A23","1","0"
"U9603","SSNA","LT","T13660","A23","0","7"
"U9519","SSNA","MD","SD0035","A23","0","9"
"U9519","SSNA","MD","SD0035","A23","8","0"
"U9519","SSNA","DS","SD0A65","A23","0","1"
"U9519","SSNA","SI","S16020","A23","0","10"
"U9519","SSNA","ST","S16021","A23","0","2"
"U9519","SSNA","ST","S16021","A23","1","0"
"U9519","SSNA","SF","S16019","A23","0","1"
"U9536","SSNA","MD","SD0035","A23","0","3"
"U9536","SSNA","MD","SD0035","A23","1","0"
"U9536","SSNA","MD","SD0036","A23","0","1"
"U9536","SSNA","MD","SD0036","A23","3","0"
"U9536","SSNA","DS","SD0A12","A23","0","1"
"U9536","SSNA","DS","SD0483","A23","1","0"
"U9536","SSNA","SI","S16020","A23","0","2"
"U9536","SSNA","SF","S16019","A23","2","0"
"U9536","SSNA","LT","T16024","A23","0","1"
"U9536","SSNA","LT","T13660","A23","0","3"
"U9536","SSNA","LA","A14005","A23","0","2"
"U9537","SSNA","MD","SD0035","A23","0","4"
"U9537","SSNA","MD","SD0035","A23","3","0"
"U9537","SSNA","MD","SD0036","A23","3","0"
"U9537","SSNA","DS","SD0A41","A23","0","1"
"U9537","SSNA","DS","SD0A41","A23","1","0"
"U9537","SSNA","DS","SD0483","A23","1","0"
"U9537","SSNA","SI","S16020","A23","0","8"
"U9537","SSNA","SI","S16020","A23","9","0"
"U9537","SSNA","ST","S16021","A23","0","3"
"U9537","SSNA","ST","S16021","A23","1","0"
"U9537","SSNA","LT","T13660","A23","0","18"
"U9537","SSNA","LT","T13660","A23","4","0"
"U9537","SSNA","LA","A14005","A23","0","5"
"U9537","SSNA","LA","A14005","A23","2","0"
"U10352","SSNA","LT","T16026","A23","0","5"
"U10352","SSNA","LT","T14007","A23","1","0"
"U10352","SSNA","LA","A14005","A23","0","7"
"U10352","SSNA","LA","A14005","A23","1","0"
"U9520","SSNA","MD","SD0E33","A23","1","0"
"U9520","SSNA","MD","SD0035","A23","0","12"
"U9520","SSNA","MD","SD0035","A23","1","0"
"U9520","SSNA","MD","SD0036","A23","0","1"
"U9520","SSNA","MD","SD0036","A23","3","0"
"U9520","SSNA","ST","S16021","A23","0","1"
"U9520","SSNA","SV","S16022","A23","1","0"
"U9520","SSNA","LT","T16026","A23","0","1"
"CS11115","SSNA","DG","0D0097","A23","1","0"
"U9524","SSNA","MD","SD0E33","A23","4","0"
"U9524","SSNA","MD","SD0035","A23","0","3"
"U9524","SSNA","MD","SD0035","A23","2","0"
"U9524","SSNA","DP","PD0A45","A23","2","0"
"U9524","SSNA","SI","S16020","A23","0","47"
"U9524","SSNA","SI","S16020","A23","7","0"
"U9524","SSNA","ST","S16021","A23","0","1"
"U9524","SSNA","ST","S16021","A23","2","0"
"U9524","SSNA","LT","T13660","A23","0","36"
"U9524","SSNA","LT","T13660","A23","5","0"
"U9525","SSNA","MD","SD0035","A23","0","1"
"U9525","SSNA","MD","SD0035","A23","1","0"
"U9525","SSNA","DP","PD0A45","A23","1","0"
"U9525","SSNA","SI","S16020","A23","0","10"
"U9525","SSNA","SI","S16020","A23","4","0"
"U9525","SSNA","ST","S16021","A23","2","0"
"U9525","SSNA","SF","S16019","A23","1","0"
"AP196","SSNA","LT","T16026","A23","1","0"
"U9522","SSNA","MD","SD0E33","A23","0","1"
