"Istituzione","Contratto","Categoria","Qualifica","Trattamento Iniziale Uomini","Fascia1_Uomini","Fascia2_Uomini","Fascia3_Uomini","Fascia4_Uomini","Fascia5_Uomini","Fascia6_Uomini","Trattamento Iniziale Donne","Fascia1_Donne","Fascia2_Donne","Fascia3_Donne","Fascia4_Donne","Fascia5_Donne","Fascia6_Donne"
"AP10042","SSNA","LT","T12057","0","0","1","0","0","7","0","0","0","0","0","0","3","0"
"AP10042","SSNA","LA","A18029","0","0","3","1","2","2","9","0","4","2","1","0","3","1"
"AP10042","SSNA","LA","A16028","0","0","9","0","0","0","2","0","24","1","0","0","0","1"
"AP10042","SSNA","LA","A14005","1","8","0","2","1","18","0","0","18","0","3","0","13","0"
"AP10042","SSNA","LA","A13018","0","0","1","3","0","3","0","0","0","0","1","0","1","0"
"AP10042","SSNA","LA","A12017","0","0","1","0","1","5","0","0","0","0","0","0","1","0"
"K8644","SSNA","ST","S18920","0","0","0","0","0","0","13","0","0","0","0","0","0","10"
"K8644","SSNA","ST","S16021","0","8","0","0","0","0","0","0","42","0","0","0","0","0"
"K8644","SSNA","LT","T18027","0","4","2","0","0","0","0","0","22","0","0","0","0","0"
"K8644","SSNA","LT","T16026","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"K8644","SSNA","LT","T14007","0","5","7","0","0","7","0","0","3","2","0","0","0","0"
"K8644","SSNA","LT","T14063","0","11","0","0","0","0","0","0","1","0","0","0","0","0"
"K8644","SSNA","LT","T13059","0","8","0","0","0","0","0","0","2","0","0","0","0","0"
"K8644","SSNA","LA","A18029","0","1","1","2","0","0","10","0","2","0","1","0","0","2"
"K8644","SSNA","LA","A16028","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"K8644","SSNA","LA","A14005","0","12","1","0","0","2","0","0","19","0","0","0","0","0"
"K8644","SSNA","LA","A13018","0","1","0","0","0","2","0","0","2","0","0","0","0","0"
"U9486","SSNA","SI","S18023","0","0","0","0","13","3","2","0","0","0","2","15","4","0"
"U9486","SSNA","SI","S16020","32","60","38","38","50","51","179","70","130","60","48","37","54","334"
"U9486","SSNA","SI","S14E52","0","1","8","6","0","0","0","0","1","17","2","0","0","0"
"U9486","SSNA","ST","S18920","0","0","0","7","7","0","0","0","0","0","0","0","0","0"
"U9486","SSNA","ST","S16021","3","0","6","17","6","13","69","3","3","6","6","6","3","33"
"U9486","SSNA","SF","S18922","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"U9486","SSNA","SF","S16019","2","1","0","2","0","0","4","2","1","3","2","0","1","11"
"U9486","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"U9486","SSNA","LT","T16026","0","1","0","0","1","0","1","0","0","0","0","0","0","0"
"U9486","SSNA","LT","T14007","0","1","5","2","0","0","0","0","0","0","0","0","0","0"
"U9486","SSNA","LT","T14E59","14","4","4","21","0","0","0","0","1","1","0","0","0","0"
"U9486","SSNA","LT","T13059","27","15","6","16","3","16","0","1","6","0","0","0","4","0"
"U9486","SSNA","LT","T13660","39","0","3","22","20","2","0","87","1","5","12","20","1","0"
"U9486","SSNA","LT","T12057","31","0","4","0","0","0","0","29","0","1","0","0","3","0"
"U9486","SSNA","LT","T12058","0","0","0","1","0","0","0","0","0","1","0","2","1","0"
"U9486","SSNA","LT","T11008","24","0","6","2","3","11","0","28","0","10","6","3","2","0"
"U9486","SSNA","LA","A18029","1","1","0","1","0","1","0","0","4","0","0","1","0","0"
"U9486","SSNA","LA","A16028","9","0","0","3","0","0","5","6","0","0","2","0","0","5"
"U9486","SSNA","LA","A14005","11","0","1","8","0","0","0","16","2","8","10","0","3","0"
"U9486","SSNA","LA","A13018","2","4","1","1","0","0","0","0","4","0","1","1","1","0"
"U9486","SSNA","LA","A12017","8","0","2","2","0","2","0","11","0","2","3","0","0","0"
"U9486","SSNA","LA","A11030","0","0","0","0","0","3","0","1","0","0","0","1","0","0"
"U10859","SSNA","SI","S18023","0","0","0","14","12","10","5","0","0","0","34","19","17","9"
"U10859","SSNA","SI","S16020","40","49","190","109","151","229","381","93","86","295","134","141","312","646"
"U10859","SSNA","SI","S14056","0","0","0","0","0","0","0","0","0","21","35","0","1","0"
"U10859","SSNA","SI","S14E52","0","1","13","36","0","0","0","0","0","10","24","0","0","0"
"U10859","SSNA","SI","S13052","0","0","0","0","0","5","0","0","0","0","0","0","3","0"
"U10859","SSNA","ST","S18920","0","0","0","5","2","1","0","0","1","0","3","1","1","0"
"U10859","SSNA","ST","S16021","8","19","22","14","11","36","73","6","5","27","10","8","16","24"
"U10859","SSNA","SV","S18921","0","0","1","7","6","0","0","0","0","0","0","0","0","0"
"U10859","SSNA","SV","S16022","1","0","1","0","2","13","24","2","0","0","0","1","0","0"
"U10859","SSNA","SF","S18922","0","0","2","1","8","6","0","0","0","0","2","8","5","0"
"U10859","SSNA","SF","S16019","4","2","8","2","1","9","7","7","1","31","1","3","16","9"
"U10859","SSNA","SF","S13051","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10859","SSNA","LP","P16006","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"U10859","SSNA","LT","T18025","0","0","0","2","1","0","0","0","0","3","3","16","0","0"
"U10859","SSNA","LT","T16024","0","0","1","2","2","2","10","3","2","8","5","5","22","61"
"U10859","SSNA","LT","T18027","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"U10859","SSNA","LT","T16026","0","1","2","3","0","7","1","1","4","1","1","1","2","0"
"U10859","SSNA","LT","T14007","18","1","11","17","2","3","0","1","0","3","0","0","0","0"
"U10859","SSNA","LT","T14063","9","1","3","0","0","0","0","3","1","0","0","0","0","0"
"U10859","SSNA","LT","T14E59","0","2","4","45","1","0","0","0","1","0","0","0","0","0"
"U10859","SSNA","LT","T13059","14","7","36","42","34","33","0","3","0","1","0","3","5","0"
"U10859","SSNA","LT","T13660","54","7","15","27","27","15","0","52","4","8","24","20","6","0"
"U10859","SSNA","LT","T12057","3","7","38","14","2","42","0","4","0","10","1","0","5","0"
"U10859","SSNA","LT","T12058","10","7","2","5","0","3","0","64","9","1","3","0","0","0"
"U10859","SSNA","LT","T11008","0","3","0","1","1","18","0","1","0","0","0","1","7","0"
"U10859","SSNA","LA","A18029","0","0","2","3","8","7","0","0","1","2","3","3","7","2"
"U10859","SSNA","LA","A16028","4","5","13","14","18","7","38","2","3","8","17","26","3","31"
"U10859","SSNA","LA","A14005","27","12","49","43","2","15","0","20","15","35","91","4","20","0"
"U10859","SSNA","LA","A13018","0","4","20","32","1","12","0","0","4","9","20","0","6","0"
"U10859","SSNA","LA","A12017","5","2","20","13","3","13","0","6","0","11","7","0","8","0"
"U10859","SSNA","LA","A11030","2","1","0","0","0","7","0","4","1","1","0","1","1","0"
"U9450","SSNA","SI","S18023","0","0","0","0","0","5","2","0","0","0","0","1","8","5"
"U9450","SSNA","SI","S16020","28","29","19","2","5","6","64","92","86","43","20","9","9","159"
"U9450","SSNA","SI","S14E52","0","0","0","11","0","0","0","0","0","1","14","4","0","0"
"U9450","SSNA","ST","S18920","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U9450","SSNA","ST","S16021","6","5","1","1","3","1","35","2","7","4","3","1","1","16"
"U9450","SSNA","SV","S16022","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"U9450","SSNA","SF","S18922","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U9450","SSNA","SF","S16019","0","0","0","0","0","0","2","1","0","0","0","0","1","6"
"U9450","SSNA","LP","P16006","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"U9450","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"U9450","SSNA","LT","T16026","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"U9450","SSNA","LT","T14007","1","0","5","1","0","1","0","0","0","0","0","0","0","0"
"U9450","SSNA","LT","T14E59","0","0","5","1","0","0","0","0","0","0","0","0","0","0"
"U9450","SSNA","LT","T13059","0","1","6","7","3","2","0","0","0","0","0","0","0","0"
"U9450","SSNA","LT","T13660","9","16","9","3","1","20","0","17","16","6","1","0","6","0"
"U9450","SSNA","LT","T12057","0","2","0","1","0","1","0","0","4","0","0","0","0","0"
"U9450","SSNA","LT","T11008","0","5","0","0","0","15","0","0","4","0","0","3","7","0"
"U9450","SSNA","LA","A16028","0","1","4","1","6","2","0","2","4","2","2","8","4","2"
"U9450","SSNA","LA","A14005","12","5","1","1","0","0","0","16","6","2","0","2","3","0"
"U9450","SSNA","LA","A13018","4","1","0","4","0","1","0","8","1","1","0","0","3","0"
"U9450","SSNA","LA","A12017","3","3","1","0","0","1","0","1","1","1","0","0","5","0"
"U9450","SSNA","LA","A11030","0","0","0","0","0","3","0","0","0","0","0","0","1","0"
"U10733","SSNA","SI","S18023","0","0","0","2","4","6","1","0","0","0","3","10","17","1"
"U10733","SSNA","SI","S16020","2","8","8","21","14","51","73","2","35","13","36","40","193","101"
"U10733","SSNA","SI","S14056","0","0","0","0","0","0","0","0","5","0","2","0","0","0"
"U10733","SSNA","SI","S14E52","0","1","0","1","0","0","0","0","13","0","2","0","2","0"
"U10733","SSNA","ST","S18920","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"U10733","SSNA","ST","S16021","0","6","1","3","4","7","14","0","5","1","2","3","14","3"
"U10733","SSNA","SV","S18921","0","0","0","6","0","0","0","0","0","1","2","0","0","0"
"U10733","SSNA","SV","S16022","0","7","1","2","2","1","2","0","4","0","1","1","0","1"
"U10733","SSNA","SF","S18922","0","0","0","2","0","0","0","0","0","0","1","1","0","0"
"U10733","SSNA","SF","S16019","1","4","0","1","0","2","2","1","2","11","0","0","4","9"
"U10733","SSNA","LP","P16006","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U10733","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","3","1","0","0"
"U10733","SSNA","LT","T16024","0","0","0","0","0","1","1","0","0","0","0","0","12","20"
"U10733","SSNA","LT","T18027","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"U10733","SSNA","LT","T16026","0","1","2","4","0","1","0","0","2","0","0","0","1","0"
"U10733","SSNA","LT","T14007","1","2","1","0","1","0","0","0","0","0","0","0","0","0"
"U10733","SSNA","LT","T14E59","5","25","2","2","0","0","0","1","0","2","0","0","0","0"
"U10733","SSNA","LT","T13059","4","1","6","7","0","2","0","0","0","0","3","0","0","0"
"U10733","SSNA","LT","T13660","21","6","3","6","6","0","0","17","3","7","1","2","0","0"
"U10733","SSNA","LT","T12057","26","0","0","0","5","4","0","8","0","0","0","2","1","0"
"U10733","SSNA","LT","T12058","0","0","0","0","5","1","0","0","0","0","0","2","1","0"
"U10733","SSNA","LT","T11008","0","1","0","0","0","13","0","0","0","1","0","0","1","0"
"U10733","SSNA","LA","A18029","2","1","10","8","0","1","0","8","2","6","3","0","2","0"
"U10733","SSNA","LA","A16028","0","9","0","6","3","1","0","2","5","0","12","2","1","0"
"U10733","SSNA","LA","A14005","14","31","4","0","1","8","0","22","24","2","2","8","16","0"
"U10733","SSNA","LA","A13018","0","1","1","6","0","3","0","0","0","0","4","0","4","0"
"U10733","SSNA","LA","A12017","3","1","1","1","2","15","0","11","0","3","0","3","12","0"
"U10733","SSNA","LA","A11030","1","5","1","0","0","2","0","0","1","0","0","0","2","0"
"U9463","SSNA","SI","S18023","0","0","3","2","1","0","0","0","0","14","2","0","0","0"
"U9463","SSNA","SI","S16020","12","38","89","20","90","2","22","13","46","119","20","135","5","26"
"U9463","SSNA","SI","S14056","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"U9463","SSNA","SI","S14E52","0","3","0","0","0","0","0","0","12","0","0","0","0","0"
"U9463","SSNA","ST","S18920","0","0","4","0","0","0","0","0","0","2","0","0","0","0"
"U9463","SSNA","ST","S16021","2","1","15","6","15","0","1","0","2","10","0","8","0","0"
"U9463","SSNA","SF","S18922","0","0","0","0","0","0","0","0","0","7","0","0","0","0"
"U9463","SSNA","SF","S16019","1","2","4","0","0","0","0","1","0","5","0","1","1","0"
"U9463","SSNA","LT","T16024","0","0","0","0","1","0","0","0","0","0","0","1","0","1"
"U9463","SSNA","LT","T18027","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9463","SSNA","LT","T16026","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"U9463","SSNA","LT","T14063","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U9463","SSNA","LT","T14E59","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U9463","SSNA","LT","T13059","6","19","0","2","0","0","0","5","0","0","0","1","0","0"
"U9463","SSNA","LT","T13660","4","13","6","0","17","0","0","6","8","5","0","1","0","0"
"U9463","SSNA","LT","T12057","7","0","1","0","0","0","0","0","0","0","0","0","1","0"
"U9463","SSNA","LT","T12058","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"U9463","SSNA","LT","T11008","3","0","0","0","0","0","0","1","0","0","0","0","0","0"
"U9463","SSNA","LA","A18029","5","0","0","0","0","0","0","6","0","1","0","0","0","0"
"U9463","SSNA","LA","A16028","8","0","0","1","0","0","0","12","0","0","0","0","1","0"
"U9463","SSNA","LA","A14005","5","1","3","0","0","0","0","3","1","0","0","0","0","0"
"U9463","SSNA","LA","A13018","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"U9463","SSNA","LA","A12017","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9463","SSNA","LA","A11030","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10734","SSNA","SI","S18023","0","0","24","2","26","0","1","0","0","28","2","23","0","2"
"U10734","SSNA","SI","S16020","19","30","72","117","19","306","100","29","38","77","108","62","585","108"
"U10734","SSNA","SI","S14E52","0","1","39","0","0","0","0","1","2","129","0","0","0","0"
"U10734","SSNA","SI","S13052","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"U10734","SSNA","ST","S18920","0","0","4","1","0","0","0","0","0","0","1","0","0","0"
"U10734","SSNA","ST","S16021","2","7","10","14","5","54","0","1","6","3","10","2","24","1"
"U10734","SSNA","SV","S18921","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"U10734","SSNA","SV","S16022","4","1","0","1","0","62","2","1","0","0","0","1","7","0"
"U10734","SSNA","SF","S18922","0","0","0","1","1","0","0","0","0","3","3","9","0","0"
"U10734","SSNA","SF","S16019","0","0","2","1","2","7","0","0","1","1","5","1","26","5"
"U10734","SSNA","SF","S14E51","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10734","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"U10734","SSNA","LT","T16024","0","0","0","1","1","1","1","0","0","1","5","3","34","1"
"U10734","SSNA","LT","T18027","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"U10734","SSNA","LT","T16026","0","8","0","1","3","0","0","1","0","0","0","0","0","0"
"U10734","SSNA","LT","T14007","1","5","1","8","0","0","0","0","0","0","0","0","0","0"
"U10734","SSNA","LT","T14063","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U10734","SSNA","LT","T14E59","0","1","30","0","0","0","0","0","1","0","0","0","0","0"
"U10734","SSNA","LT","T13059","2","7","0","31","34","51","0","0","2","0","3","3","10","0"
"U10734","SSNA","LT","T13660","46","32","8","1","95","0","0","19","13","2","0","42","0","0"
"U10734","SSNA","LT","T12057","0","0","0","22","0","7","0","0","0","0","2","0","8","0"
"U10734","SSNA","LT","T12058","0","0","0","1","0","1","0","0","0","0","1","0","1","0"
"U10734","SSNA","LT","T11008","0","0","1","0","2","27","0","0","0","0","0","1","18","0"
"U10734","SSNA","LA","A18029","2","31","1","2","2","1","0","0","30","0","4","3","3","1"
"U10734","SSNA","LA","A16028","27","27","1","6","10","1","0","27","29","0","3","6","0","2"
"U10734","SSNA","LA","A14005","31","18","8","3","33","3","0","22","27","14","3","26","3","0"
"U10734","SSNA","LA","A13018","0","24","0","0","0","0","0","0","8","0","1","0","1","0"
"U10734","SSNA","LA","A12017","19","1","0","31","2","4","0","29","1","0","24","1","2","0"
"U10734","SSNA","LA","A11030","2","0","0","0","1","13","0","0","0","0","0","0","2","0"
"U9460","SSNA","SI","S18023","0","0","12","0","1","0","0","0","1","14","1","0","3","0"
"U9460","SSNA","SI","S16020","6","14","20","33","17","83","21","10","34","30","49","21","185","19"
"U9460","SSNA","SI","S14056","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"U9460","SSNA","ST","S18920","1","0","6","0","1","0","0","0","0","2","0","0","0","0"
"U9460","SSNA","ST","S16021","0","2","3","4","16","7","0","1","7","1","4","20","1","0"
"U9460","SSNA","SF","S16019","0","9","0","0","0","0","0","0","8","0","0","3","1","0"
"U9460","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"U9460","SSNA","LT","T16026","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"U9460","SSNA","LT","T14007","0","3","0","4","0","0","0","0","0","0","0","0","0","0"
"U9460","SSNA","LT","T14063","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U9460","SSNA","LT","T13059","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U9460","SSNA","LT","T13660","0","3","9","1","0","0","0","0","4","9","1","0","0","0"
"U9460","SSNA","LT","T12057","0","1","7","3","1","1","0","0","4","1","1","0","0","0"
"U9460","SSNA","LT","T12058","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"U9460","SSNA","LT","T11008","0","0","4","11","1","5","0","0","0","4","2","0","7","0"
"U9460","SSNA","LA","A18029","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U9460","SSNA","LA","A16028","0","4","0","0","3","0","0","1","1","0","0","3","0","0"
"U9460","SSNA","LA","A14005","0","2","1","11","0","0","0","3","4","0","12","0","1","0"
"U9460","SSNA","LA","A13018","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"U9460","SSNA","LA","A12017","0","1","11","0","0","0","0","0","0","5","0","0","0","0"
"U9459","SSNA","SI","S18023","0","0","0","6","1","0","0","0","0","1","12","0","0","0"
"U9459","SSNA","SI","S16020","0","9","23","86","5","3","0","0","16","44","223","15","2","0"
"U9459","SSNA","SI","S14E52","2","0","0","0","0","0","0","5","0","0","0","0","0","0"
"U9459","SSNA","ST","S18920","1","0","0","0","0","0","0","2","0","0","0","0","0","0"
"U9459","SSNA","ST","S16021","0","1","4","10","0","0","0","0","0","6","6","0","0","0"
"U9459","SSNA","SV","S16022","0","0","3","27","1","0","0","0","0","1","8","0","0","0"
"U9459","SSNA","SF","S16019","0","0","0","2","0","0","0","1","1","1","2","10","0","0"
"U9459","SSNA","SF","S14E51","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U9459","SSNA","LP","P16006","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U9459","SSNA","LT","T16024","0","1","0","1","0","0","0","1","3","4","20","0","0","0"
"U9459","SSNA","LT","T16026","1","3","0","0","0","0","0","0","1","0","0","0","0","0"
"U9459","SSNA","LT","T14007","3","5","0","0","0","0","0","0","0","0","0","0","0","0"
"U9459","SSNA","LT","T14063","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"U9459","SSNA","LT","T14E59","15","0","0","0","0","0","0","3","0","0","0","0","0","0"
"U9459","SSNA","LT","T13059","0","1","4","0","0","0","0","0","0","0","0","0","0","0"
"U9459","SSNA","LT","T13660","17","1","1","0","0","0","0","7","0","1","0","0","0","0"
"U9459","SSNA","LT","T12057","5","1","0","0","1","0","0","0","0","0","0","2","0","0"
"U9459","SSNA","LT","T11008","0","0","0","0","2","0","0","0","0","1","1","0","0","0"
"U9459","SSNA","LA","A18029","1","3","1","0","0","0","0","0","12","0","0","0","0","0"
"U9459","SSNA","LA","A16028","0","19","3","0","0","0","0","8","31","1","1","0","0","0"
"U9459","SSNA","LA","A14005","20","37","0","0","0","0","0","28","31","0","3","0","0","0"
"U9459","SSNA","LA","A12017","17","25","0","0","0","0","0","15","15","0","0","0","0","0"
"U9459","SSNA","LA","A11030","3","0","0","0","0","0","0","2","0","0","0","0","0","0"
"U10812","SSNA","SI","S18023","0","1","0","0","2","3","7","1","2","3","4","16","15","9"
"U10812","SSNA","SI","S16020","102","53","55","38","30","16","14","364","239","274","378","278","138","45"
"U10812","SSNA","SI","S14E52","0","0","1","2","1","0","0","0","0","4","20","6","1","0"
"U10812","SSNA","SI","S13052","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10812","SSNA","ST","S18920","0","0","0","0","1","0","2","0","0","0","1","0","1","0"
"U10812","SSNA","ST","S16021","55","7","11","15","7","10","14","68","20","28","37","55","28","26"
"U10812","SSNA","SV","S16022","0","0","0","0","0","0","0","0","0","0","0","1","2","2"
"U10812","SSNA","SF","S18922","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"U10812","SSNA","SF","S16019","0","1","2","1","1","1","1","16","7","5","16","26","10","7"
"U10812","SSNA","LP","P16006","7","0","0","0","0","0","0","1","0","0","0","0","0","0"
"U10812","SSNA","LT","T16024","0","2","0","0","0","0","0","2","0","0","0","0","1","0"
"U10812","SSNA","LT","T16026","4","3","7","3","7","8","0","5","1","1","0","0","1","0"
"U10812","SSNA","LT","T14007","2","4","0","1","0","0","0","1","0","0","0","1","0","0"
"U10812","SSNA","LT","T14063","5","1","0","0","0","1","0","2","0","0","0","0","1","0"
"U10812","SSNA","LT","T13059","17","8","12","3","9","7","0","0","0","5","1","1","2","0"
"U10812","SSNA","LT","T13660","23","23","10","15","21","1","0","146","145","60","60","40","9","0"
"U10812","SSNA","LT","T12057","17","10","3","2","8","9","0","21","31","0","4","10","1","0"
"U10812","SSNA","LT","T12058","0","0","0","2","0","1","0","1","3","0","4","0","2","0"
"U10812","SSNA","LT","T11008","1","0","1","3","3","8","0","0","0","3","4","2","11","0"
"U10812","SSNA","LA","A18029","0","0","2","0","3","0","0","1","3","2","3","1","1","2"
"U10812","SSNA","LA","A16028","2","2","2","2","2","0","0","9","1","8","4","7","5","3"
"U10812","SSNA","LA","A14005","7","5","7","5","3","10","0","21","33","28","19","30","53","0"
"U10812","SSNA","LA","A13018","2","1","5","5","1","2","0","4","10","31","13","2","9","0"
"U10812","SSNA","LA","A12017","24","4","4","6","5","9","0","36","21","23","20","8","12","0"
"U10812","SSNA","LA","A11030","13","6","2","4","3","5","0","4","1","2","2","0","1","0"
"C7929","SCLA","DO","014155","0","0","1","0","0","0","0","0","11","27","57","40","14","0"
"U9580","SSNA","SI","S18023","0","0","0","0","3","0","1","0","3","2","3","11","6","1"
"U9580","SSNA","SI","S16020","37","8","26","17","17","4","10","135","57","109","102","109","84","50"
"U9580","SSNA","SI","S14056","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U9580","SSNA","SI","S14E52","0","0","0","1","1","0","0","0","0","0","3","9","0","0"
"U9580","SSNA","SI","S13052","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"U9580","SSNA","ST","S18920","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"U9580","SSNA","ST","S16021","14","1","3","1","2","0","6","16","5","3","3","7","4","9"
"U9580","SSNA","SV","S18921","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U9580","SSNA","SV","S16022","5","1","0","2","8","5","1","19","1","0","3","13","14","7"
"U9580","SSNA","SF","S18922","0","0","0","1","0","0","0","0","3","1","0","0","0","0"
"U9580","SSNA","SF","S16019","0","0","3","6","8","4","1","11","10","5","17","39","28","6"
"U9580","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U9580","SSNA","LT","T16024","0","0","1","3","1","1","0","6","1","7","7","11","1","0"
"U9580","SSNA","LT","T18027","1","0","0","3","1","0","0","0","0","0","0","0","0","0"
"U9580","SSNA","LT","T16026","1","2","7","1","2","1","0","3","1","1","0","1","0","0"
"U9580","SSNA","LT","T14063","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"U9580","SSNA","LT","T14E59","0","2","3","0","0","0","0","0","0","0","0","0","0","0"
"U9580","SSNA","LT","T13059","0","7","20","8","5","4","0","0","2","0","0","1","0","0"
"U9580","SSNA","LT","T13660","6","5","5","5","9","1","0","31","53","27","34","46","2","0"
"U9580","SSNA","LT","T12057","15","3","3","3","3","6","0","4","5","8","2","9","3","0"
"U9580","SSNA","LT","T12058","0","0","0","1","0","1","0","0","1","2","0","6","6","0"
"U9580","SSNA","LT","T11008","0","0","0","2","2","1","0","0","0","0","1","3","4","0"
"U9580","SSNA","LA","A18029","0","1","3","0","0","0","0","1","8","2","3","1","0","0"
"U9580","SSNA","LA","A16028","6","3","5","0","3","0","1","8","11","15","4","5","8","0"
"U9580","SSNA","LA","A14005","1","1","6","1","7","11","0","10","7","40","10","18","19","0"
"U9580","SSNA","LA","A13018","1","6","2","1","0","0","0","5","15","3","10","4","7","0"
"U9580","SSNA","LA","A12017","9","0","1","1","5","3","0","11","1","9","1","6","9","0"
"U9580","SSNA","LA","A11030","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9583","SSNA","SI","S18023","0","0","1","4","0","2","3","1","1","1","4","9","7","2"
"U9583","SSNA","SI","S16020","14","11","10","16","13","4","7","47","54","43","105","114","39","39"
"U9583","SSNA","SI","S14056","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"U9583","SSNA","SI","S14E52","0","0","2","2","0","0","0","0","3","7","9","1","0","0"
"U9583","SSNA","ST","S18920","0","0","0","1","1","0","0","0","0","0","1","0","0","0"
"U9583","SSNA","ST","S16021","6","2","0","2","3","1","2","12","6","8","12","6","7","7"
"U9583","SSNA","SV","S18921","0","0","0","2","2","1","0","0","0","0","0","1","1","0"
"U9583","SSNA","SV","S16022","1","0","2","4","8","3","1","0","0","0","3","2","5","3"
"U9583","SSNA","SF","S18922","0","0","0","1","0","0","0","0","0","1","0","1","1","0"
"U9583","SSNA","SF","S16019","4","1","1","3","2","1","0","19","6","5","11","20","2","2"
"U9583","SSNA","SF","S14E51","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"U9583","SSNA","LT","T16024","2","1","2","1","0","0","0","13","1","11","10","10","3","0"
"U9583","SSNA","LT","T18027","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"U9583","SSNA","LT","T16026","4","1","4","1","5","1","0","14","0","0","1","2","0","0"
"U9583","SSNA","LT","T14007","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"U9583","SSNA","LT","T14063","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9583","SSNA","LT","T13059","11","3","2","5","4","6","0","1","0","0","0","1","1","0"
"U9583","SSNA","LT","T13660","8","7","1","7","1","3","0","63","21","51","36","12","15","0"
"U9583","SSNA","LT","T12057","0","1","5","3","8","4","0","4","1","2","3","2","5","0"
"U9583","SSNA","LT","T12058","0","0","1","0","0","0","0","2","1","1","1","8","0","0"
"U9583","SSNA","LT","T11008","0","0","0","1","0","0","0","0","0","0","0","0","2","0"
"U9583","SSNA","LA","A18029","1","2","0","2","0","1","0","1","1","1","1","0","0","0"
"U9583","SSNA","LA","A16028","2","0","2","2","1","1","0","6","5","2","4","2","0","0"
"U9583","SSNA","LA","A14005","3","0","1","4","2","2","0","7","17","6","10","5","15","0"
"U9583","SSNA","LA","A13018","1","2","1","1","3","1","0","20","6","0","3","4","1","0"
"U9583","SSNA","LA","A12017","0","2","0","3","2","1","0","16","7","4","1","3","3","0"
"U9583","SSNA","LA","A11030","0","1","0","0","1","0","0","0","0","0","1","0","0","0"
"U9581","SSNA","SI","S18023","0","0","0","0","1","1","3","0","0","0","1","1","8","6"
"U9581","SSNA","SI","S16020","20","10","7","20","24","17","9","59","52","41","98","135","121","92"
