ANNO;CODI_CONTRATTO;CODI_MACROCATEGORIA;DESC_MACROCATEGORIA;CODI_CATEGORIA;DESC_CATEGORIA;CODI_QUALIFICA;DESC_QUALIFICA
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;000724;QUALIFICA FUNZIONALE V - LIV. INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0F5VF1;VIGILE DEL FUOCO - Q.F.  5
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0F5560;AGENTE ED ASSISTENTE FORESTALE Q.F.5
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;000725;QUALIFICA FUNZIONALE IV - LIV. SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;000723;QUALIFICA FUNZIONALE V - LIV. SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;000731;QUALIFICA FUNZIONALE I - LIV. SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;000727;QUALIFICA FUNZIONALE III - LIV. SUP..
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;000729;QUALIFICA FUNZIONALE II - LIV. SUP..
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;000728;QUALIFICA FUNZIONALE III - LIV. INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;000730;QUALIFICA FUNZIONALE II - LIV. INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0F3CAN;CANTONIERE - Q.F  3
2018;PRBZ;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0485;SEGRETARIO C
2018;PRBZ;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0103;SEGRETARIO B
2018;PRBZ;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0102;SEGRETARIO A
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A6000;POSIZIONE ECONOMICA A6
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;027000;POSIZIONE ECONOMICA A3
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;028000;POSIZIONE ECONOMICA A4
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;025000;POSIZIONE ECONOMICA A2
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;023000;POSIZIONE ECONOMICA A1
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A7000;POSIZIONE ECONOMICA A7
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A5000;POSIZIONE ECONOMICA A5
2018;REFR;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A8000;POSIZIONE ECONOMICA A8
2018;SSNA;NM;DIRIGENTI NON MEDICI;DA;DIR. RUOLO AMMINISTRATIVO;AD0612;DIRIG. AMM.VO A T. DETERMINATO (ART. 15-SEPTIES DLGS.502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DA;DIR. RUOLO AMMINISTRATIVO;AD0032;DIRIGENTE AMM.VO CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DA;DIR. RUOLO AMMINISTRATIVO;AD0A31;DIRIGENTE AMM.VO CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DA;DIR. RUOLO AMMINISTRATIVO;AD0S31;DIRIGENTE AMM.VO CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0S03;ARCHITETTI DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0A03;ARCHITETTI DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0A09;AVVOCATO DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0A43;GEOLOGI DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0607;ARCHITETTI DIR. A T.DETERMINATO(ART. 15-SEPTIES DLGS.502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0044;GEOLOGI DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0S43;GEOLOGI DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0605;AVVOCATO DIR. A T. DETERMINATO(ART. 15-SEPTIES DLGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0S09;AVVOCATO DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0010;AVVOCATO DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0606;INGEGNERE DIR. A T. DETERMINATO(ART.15-SEPTIES DLGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0A45;INGEGNERE DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0S45;INGEGNERE DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0004;ARCHITETTI DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DP;DIR. RUOLO PROFESSIONALE;PD0046;INGEGNERE DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0A65;PSICOLOGI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0064;PSICOLOGI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E41;FISICI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0N65;PSICOLOGI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0N42;FISICI CON INC. DI STRUTTURA COMPLESSA (RAPP. NON ESCL.)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0483;DIRIGENTE DELLE PROFESSIONI SANITARIE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0600;FARMACISTI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0603;FISICI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0A15;CHIMICI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E42;FISICI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0A12;BIOLOGI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0A38;FARMACISTI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0A41;FISICI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E12;BIOLOGI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E16;CHIMICI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E39;FARMACISTI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E38;FARMACISTI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0040;FISICI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E13;BIOLOGI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E66;PSICOLOGI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0601;BIOLOGI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E65;PSICOLOGI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD048A;DIR. PROF. SANITARIE A T. DET.(ART. 15-SEPTIES DLGS 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0014;CHIMICI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0011;BIOLOGI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0604;PSICOLOGI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DS;DIRIG. SANITARI NON MEDICI;SD0E15;CHIMICI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;ME;MEDICI;MO;ODONTOIATRI;SD0E48;ODONTOIATRI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;ME;MEDICI;MO;ODONTOIATRI;SD0047;ODONTOIATRI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;ME;MEDICI;MO;ODONTOIATRI;SD0N48;ODONTOIATRI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2018;SSNA;ME;MEDICI;MO;ODONTOIATRI;SD0A48;ODONTOIATRI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;ME;MEDICI;MO;ODONTOIATRI;SD0E49;ODONTOIATRI CON INC. DI STRUTTURA COMPLESSA (RAPP. ESCL.)
2018;SSNA;ME;MEDICI;MV;VETERINARI;SD0A73;VETERINARI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;ME;MEDICI;MV;VETERINARI;SD0072;VETERINARI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;ME;MEDICI;MV;VETERINARI;SD0N73;VETERINARI CON INC. DI STRUTTURA SEMPLICE (RAPP. NON ESCL.)
2018;SSNA;ME;MEDICI;MV;VETERINARI;SD0E74;VETERINARI CON INC. DI STRUTTURA COMPLESSA (RAPP.ESCLUSIVO)
2018;SSNA;ME;MEDICI;MV;VETERINARI;SD0E73;VETERINARI CON INC. DI STRUTTURA SEMPLICE (RAPP. ESCLUSIVO)
2018;SSNA;ME;MEDICI;MV;VETERINARI;SD0598;VETERINARI A T. DETERMINATO (ART. 15-SEPTIES D.LGS. 502/92)
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0036;DIRIGENTI MEDICI CON ALTRI INCAR. PROF.LI (RAPP. NON ESCL.)
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0N33;DIR. MEDICO CON INC. DI STRUTTURA COMPLESSA (RAPP. NON ESCL.
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0N34;DIR. MEDICO CON INCARICO STRUTTURA SEMPLICE (RAPP. NON ESCL.
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0E34;DIR. MEDICO CON INCARICO DI STRUTTURA SEMPLICE (RAPP. ESCLUS
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0035;DIRIGENTI MEDICI CON ALTRI INCAR. PROF.LI (RAPP. ESCLUSIVO)
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0597;DIR. MEDICI A T.  DETERMINATO(ART. 15-SEPTIES D.LGS. 502/92)
2018;SSNA;ME;MEDICI;MD;MEDICI;SD0E33;DIR. MEDICO CON INC. STRUTTURA COMPLESSA (RAPP. ESCLUSIVO)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0609;ANALISTI DIR. A T. DETERMINATO(ART. 15-SEPTIES DLGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0S70;STATISTICO DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0611;SOCIOLOGO DIR. A T. DETERMINATO(ART.15-SEPTIES DLGS. 502/92)
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0A70;STATISTICO DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0A67;SOCIOLOGO DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0002;ANALISTI DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0A01;ANALISTI DIRIG. CON ALTRI INCAR.PROF.LI
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0S01;ANALISTI DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0068;SOCIOLOGO DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0S67;SOCIOLOGO DIRIG. CON INCARICO DI STRUTTURA SEMPLICE
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0071;STATISTICO DIRIG. CON INCARICO DI STRUTTURA COMPLESSA
2018;SSNA;NM;DIRIGENTI NON MEDICI;DT;DIR. RUOLO TECNICO;TD0610;STATISTICO DIR. A T.DETERMINATO(ART. 15-SEPTIES DLGS.502/92)
2018;RALN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;045000;POSIZIONE ECONOMICA C4
2018;RALN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;097000;POSIZIONE ECONOMICA C6
2018;RALN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;046000;POSIZIONE ECONOMICA C5
2018;RALN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;042000;POSIZIONE ECONOMICA C2
2018;RALN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0C1000;POSIZIONE ECONOMICA C1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;043000;POSIZIONE ECONOMICA C3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A5000;POSIZIONE ECONOMICA A5
2018;RALN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A6000;POSIZIONE ECONOMICA A6
2018;RALN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;0A1000;POSIZIONE ECONOMICA A1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;028000;POSIZIONE ECONOMICA A4
2018;RALN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;025000;POSIZIONE ECONOMICA A2
2018;RALN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;027000;POSIZIONE ECONOMICA A3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;036495;POSIZ.ECON. B4 PROFILI ACCESSO B1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;038490;POSIZ.ECON. B6 PROFILI ACCESSO B3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;038491;POSIZ.ECON. B6 PROFILI ACCESSO B1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;037493;POSIZ.ECON. B5 PROFILI ACCESSO B1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;032000;POSIZIONE ECONOMICA B2
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B8000;POSIZIONE ECONOMICA B8
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;034000;POSIZIONE ECONOMICA B3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;054000;POSIZIONE ECONOMICA DI ACCESSO B1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;055000;POSIZIONE ECONOMICA DI ACCESSO B3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B7000;POSIZ. ECON. B7 - PROFILO  ACCESSO B1
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;036494;POSIZ.ECON. B4 PROFILI ACCESSO B3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B7A00;POSIZ. ECON. B7 - PROFILO ACCESSO B3
2018;RALN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;037492;POSIZ.ECON. B5 PROFILI ACCESSO B3
2018;RETN;NF;DIRIGENTI;DI;DIRIGENTI;0D0099;QUALIFICA DIRIGENZIALE TEMPO DETER.
2018;RETN;NF;DIRIGENTI;DI;DIRIGENTI;0D0100;QUALIFICA DIRIGENZIALE TEMPO INDET.
2018;RETN;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0104;SEGRETARIO GENERALE CCIAA
2018;RESA;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0D6000;LIV. RETR. D6
2018;RESA;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;049000;LIV. RETR. D2
2018;RESA;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;051000;LIV. RETR. D4
2018;RESA;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;052000;LIV. RETR. D5
2018;RESA;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;050000;LIV. RETR. D3
2018;RESA;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;048000;LIV. RETR. D1
2018;RESI;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0097;DIRETTORE  GENERALE
2018;RESI;AP;ALTRO PERSONALE;DG;DIRETTORI GENERALI;0D0104;SEGRETARIO GENERALE CCIAA
2018;SCTN;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;016133;DOC. LAUR. IST. SEC. II GRADO T. DETERM. NON ANNUALE
2018;SCTN;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014145;INS. DIPL. ISTIT. II GRADO TEMPO DETERM. NON ANNUALE
2018;SCTN;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014153;INS. SC. ELEMENTARE E EQUIP. TEMPO DETERM. NON ANNUALE
2018;SCTN;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;016804;DOC.RELIG. SCUOLA SECOND. T. D.CON CONTR. TERMINE ATT. DID.
2018;SCTN;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;016137;DOC. SCUOLA MEDIA ED EQUIP. TEMPO DETERM. NON ANNUALE
2018;SCTN;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014805;DOC.RELIG. SCUOLA EL. MAT. T. D. CONTR. TERMINE ATT. DID.
2018;CPEN;PP;PERSONALE CARRIERA DIRIGENZIALE PENITENZIARIA;CP;CARRIERA PENITENZIARIA;0D0DGP;DIRIGENTE GENERALE PENITENZIARIO
2018;CPEN;PP;PERSONALE CARRIERA DIRIGENZIALE PENITENZIARIA;CP;CARRIERA PENITENZIARIA;0D0DPP;DIRIGENTE PENITENZIARIO
2018;CCON;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0376;REFERENDARIO
2018;CCON;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0362;I REFERENDARIO
2018;CCON;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0PGE;PROCURATORE GENERALE ED EQUIP.
2018;CCON;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0364;PRESIDENTE
2018;CCON;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0PSE;PRESIDENTE DI SEZIONE ED EQUIP.
2018;CCON;MG;PERSONALE DELLA MAGISTRATURA;G1;MAGISTRATI;0D0COE;CONSIGLIERE CORTE DEI CONTI ED EQUIP.
2018;VVFF;ND;PERSONALE NON DIRIGENTE;FT;FUNZIONARI TECNICO-INFORMATICI;F43FT2;FUNZIONARIO TECNICO-INFORMATICO DIRETTORE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;FT;FUNZIONARI TECNICO-INFORMATICI;F43FT4;FUNZIONARIO TECNICO INFORM. DIRET. VICEDIR. CON SCATTO CONV.
2018;VVFF;ND;PERSONALE NON DIRIGENTE;FT;FUNZIONARI TECNICO-INFORMATICI;F43FT1;FUNZIONARIO TECNICO-INFORMATICO VICE DIRETTORE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42A2B;ISPETTORE ANTINCENDI AIB
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42IS2;ISPETTORE ANTINCENDI
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42IS4;ISPETTORE ANTINCENDI ESPERTO CON SCATTO CONVENZIONALE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42AB2;SOSTITUTO DIRETTORE ANTINCENDI CAPO AIB
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42IS3;ISPETTORE ANTINCENDI ESPERTO
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42AB1;SOSTITUTO DIRETTORE ANTINCENDI  AIB
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42SD2;SOSTITUTO DIRETTORE ANTINCENDI CAPO
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42IS1;VICE ISPETTORE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42A1B;VICE ISPETTORE ANTINCENDI AIB
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42SDB;SOSTITUTO DIRETTORE ANTINC. CAPO ESPERTO AIB CON SCATTO CONV
2018;VVFF;ND;PERSONALE NON DIRIGENTE;IA;ISPETTORI E SOSTITUTI DIRETTORI;I42SD3;SOSTITUTO DIRETTORE ANTINC. CAPO CON SCATTO CONV. ESPERTO
2018;AFAM;AT;PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO;PN;PROFESSORI A TEMPO DET. FINO TERMINE ATTIV DIDATT;018DD1;PROFESSORI DI PRIMA FASCIA T. DET. TERMINE ATTIV DIDATT
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40CA3;COLLABORATORE AMMINISTRATIVO-CONTABILE ESPERTO
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40DA1;SOSTITUTO DIRETTORE AMMINISTRATIVO-CONTABILE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40CA4;COLLABORATORE AMM.VO-CONTABILE ESPERTO CON SCATTO CONV.
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40CA2;COLLABORATORE AMMINISTRATIVO-CONTABILE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40DA2;SOSTITUTO DIRETTORE AMMINISTRATIVO-CONTABILE CAPO
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40DA3;SOSTITUTO DIRET.AMM.VO CONT.LE CAPO CON SCATTO CONV.ESPERTO
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CL;COLLABORATORI E SOSTITUTI DIRETTORI AMM.VO-CONTABILI;C40CA1;VICE COLLABORATORE AMMINISTRATIVO-CONTABILE
2018;VVFF;ND;PERSONALE NON DIRIGENTE;CT;COLLABORATORI E SOSTITUTI DIRETTORI TECNICO-INFORMATICI;C40CI2;COLLABORATORE TECNICO-INFORMATICO
