ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;TRATTAMENTO_INIZIALE_UOMINI;FASCIA1_UOMINI;FASCIA2_UOMINI;FASCIA3_UOMINI;FASCIA4_UOMINI;FASCIA5_UOMINI;FASCIA6_UOMINI;FASCIA7_UOMINI;FASCIA8_UOMINI;FASCIA9_UOMINI;FASCIA10_UOMINI;FASCIA11_UOMINI;TRATTAMENTO_INIZIALE_DONNE;FASCIA1_DONNE;FASCIA2_DONNE;FASCIA3_DONNE;FASCIA4_DONNE;FASCIA5_DONNE;FASCIA6_DONNE;FASCIA7_DONNE;FASCIA8_DONNE;FASCIA9_DONNE;FASCIA10_DONNE;FASCIA11_DONNE
AC14374;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
AC14374;AFAM;PA;013CTE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AC14374;AFAM;PR;018P01;21;0;7;7;9;9;0;0;0;0;0;0;12;2;3;2;12;11;0;0;0;0;0;0
AC14374;AFAM;PA;011121;0;0;2;1;0;0;0;0;0;0;0;0;3;3;3;4;1;0;1;0;0;0;0;0
AC14374;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
AC14374;AFAM;PA;012117;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0
J8633;SSNA;LT;T14007;0;1;0;1;1;6;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0
J8633;SSNA;LT;T12057;14;6;21;2;5;24;0;0;0;0;0;0;3;32;96;1;5;27;0;0;0;0;0;0
J8633;SSNA;ST;S16021;12;10;18;11;1;9;3;0;0;0;0;0;33;18;41;9;3;30;12;0;0;0;0;0
J8633;SSNA;LT;T16026;4;1;0;0;0;0;2;0;0;0;0;0;5;6;0;0;0;0;1;0;0;0;0;0
J8633;SSNA;LT;T12058;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
J8633;SSNA;LA;A13870;3;3;3;0;0;3;0;0;0;0;0;0;8;10;13;0;2;14;0;0;0;0;0;0
J8633;SSNA;LT;T13660;55;29;23;1;8;3;0;0;0;0;0;0;105;85;122;9;20;24;0;0;0;0;0;0
J8633;SSNA;SI;S14S52;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;3;0;2;0;0;0;0;0;0
J8633;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
J8633;SSNA;RR;N16695;1;0;0;0;0;0;0;0;0;0;0;0;20;0;0;12;0;0;13;0;0;0;0;0
J8633;SSNA;LA;A12017;0;1;2;0;0;7;0;0;0;0;0;0;1;10;23;1;2;17;0;0;0;0;0;0
J8633;SSNA;SF;S16019;2;1;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;9;2;0;0;0;0;0
J8633;SSNA;LA;A18869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
J8633;SSNA;SV;S16022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;0;0;0;0
J8633;SSNA;LT;T14S59;10;2;7;2;5;1;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0
J8633;SSNA;LA;A16028;9;1;1;0;1;1;4;0;0;0;0;0;19;15;2;3;4;2;11;0;0;0;0;0
J8633;SSNA;LP;P16006;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J8633;SSNA;SI;S18863;0;0;3;2;2;0;0;0;0;0;0;0;0;0;5;12;6;0;0;0;0;0;0;0
J8633;SSNA;LT;T14063;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0
J8633;SSNA;LA;A14005;11;1;1;1;3;7;0;0;0;0;0;0;28;4;3;2;11;44;0;0;0;0;0;0
J8633;SSNA;ST;S18864;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
J8633;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
J8633;SSNA;SI;S16020;95;50;51;26;6;49;18;0;0;0;0;0;275;127;159;67;15;241;74;0;0;0;0;0
J8633;SSNA;RR;N18694;3;0;0;0;0;0;2;0;0;0;0;0;10;0;0;3;0;0;22;0;0;0;0;0
J8633;SSNA;LT;T13059;26;8;11;3;6;20;0;0;0;0;0;0;5;0;7;1;2;1;0;0;0;0;0;0
CV14352;AFAM;EA;013160;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14352;AFAM;EP;013504;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14352;AFAM;AR;012118;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14352;AFAM;PA;012117;2;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0
CV14352;AFAM;PA;011121;1;1;4;1;0;0;0;0;0;0;0;0;1;0;13;1;0;0;0;0;0;0;0;0
CV14352;AFAM;PD;018PD1;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14352;AFAM;PR;018P01;2;22;11;12;18;9;14;0;0;0;0;0;1;7;3;5;7;6;7;0;0;0;0;0
CV14352;AFAM;AR;011124;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
J8626;SSNA;RR;N18694;4;0;0;1;0;0;16;0;0;0;0;0;4;0;0;7;0;0;37;0;0;0;0;0
J8626;SSNA;LT;T14S59;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J8626;SSNA;LT;T16026;0;0;0;0;1;1;4;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0
J8626;SSNA;LT;T14007;0;0;0;1;3;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
J8626;SSNA;LT;T13059;3;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
J8626;SSNA;LT;T12058;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
J8626;SSNA;LT;T13660;21;4;5;11;2;1;0;0;0;0;0;0;42;16;9;29;2;18;0;0;0;0;0;0
J8626;SSNA;RR;N16695;7;0;0;3;0;0;5;0;0;0;0;0;35;0;0;10;0;0;20;0;0;0;0;0
J8626;SSNA;ST;S18864;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
J8626;SSNA;LT;T12057;1;3;1;7;2;9;0;0;0;0;0;0;1;1;0;1;5;34;0;0;0;0;0;0
J8626;SSNA;LA;A18869;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;0
J8626;SSNA;LA;A13870;2;2;0;1;0;1;0;0;0;0;0;0;5;4;0;5;0;18;0;0;0;0;0;0
J8626;SSNA;SF;S16019;1;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;1;0;8;0;0;0;0;0
J8626;SSNA;LT;T14063;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
J8626;SSNA;SI;S18863;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;11;0;0;0;0;0
J8626;SSNA;ST;S16021;7;7;2;7;5;0;19;0;0;0;0;0;20;12;2;5;6;2;78;0;0;0;0;0
J8626;SSNA;LA;A12017;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;4;3;9;0;0;0;0;0;0
J8626;SSNA;LA;A14005;17;5;0;0;2;7;0;0;0;0;0;0;40;14;0;2;7;50;0;0;0;0;0;0
J8626;SSNA;SV;S16022;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
J8626;SSNA;SI;S16020;27;6;9;13;13;2;39;0;0;0;0;0;77;31;22;28;19;8;144;0;0;0;0;0
J8626;SSNA;LA;A16028;1;3;0;1;1;0;0;0;0;0;0;0;5;5;0;3;1;4;16;0;0;0;0;0
J8626;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
AP193;SSNA;LA;A13870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LA;A18869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
AP193;SSNA;SI;S16020;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LA;A12017;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LT;T18868;0;2;0;1;5;0;0;0;0;0;0;0;1;1;2;2;3;0;0;0;0;0;0;0
AP193;SSNA;LA;A16028;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LA;A14005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;0;0;0;0;0;0
AP193;SSNA;SV;S16022;0;0;0;0;1;5;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
AP193;SSNA;ST;S16021;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LT;T16026;5;4;0;1;1;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0
AP193;SSNA;LT;T14007;3;0;0;0;1;0;0;0;0;0;0;0;2;3;0;0;1;0;0;0;0;0;0;0
U14264;SSNA;LA;A16028;2;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0;0;0;0;0
U14264;SSNA;LT;T14S59;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14264;SSNA;LA;A14005;4;1;1;1;0;0;0;0;0;0;0;0;7;0;3;1;0;2;0;0;0;0;0;0
U14264;SSNA;LT;T11008;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
U14264;SSNA;SF;S14S51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
U14264;SSNA;LT;T12057;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14264;SSNA;LA;A12017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
U14264;SSNA;LA;A18869;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
U14264;SSNA;SI;S16020;6;2;4;8;5;11;5;0;0;0;0;0;41;17;30;29;16;49;18;0;0;0;0;0
U14264;SSNA;LT;T13660;0;2;4;1;0;0;0;0;0;0;0;0;12;13;25;8;0;0;0;0;0;0;0;0
U14264;SSNA;SV;S16022;2;2;0;0;1;4;0;0;0;0;0;0;4;1;0;0;2;1;0;0;0;0;0;0
U14264;SSNA;ST;S16021;2;1;0;1;1;4;0;0;0;0;0;0;10;5;1;0;2;3;1;0;0;0;0;0
U14264;SSNA;LA;A13870;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U14264;SSNA;LA;A11030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
U14264;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;3;0;0;0;0;0;0;0
U14264;SSNA;LT;T13059;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U14264;SSNA;SF;S16019;0;0;2;0;3;0;0;0;0;0;0;0;12;2;4;0;3;0;0;0;0;0;0;0
AC14384;AFAM;AR;013CDE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PR;018P01;0;20;15;12;8;0;0;0;0;0;0;0;0;26;22;0;9;0;0;0;0;0;0;0
AC14384;AFAM;AR;012118;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PA;011121;0;8;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PD;018PD1;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PA;013CTE;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AC14384;AFAM;PA;012117;0;1;1;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
U10899;SSNA;SI;S16020;44;34;23;10;21;30;2;0;0;0;0;0;155;134;116;39;141;181;16;0;0;0;0;0
U10899;SSNA;ST;S16021;15;13;8;2;2;7;0;0;0;0;0;0;13;21;19;7;7;16;0;0;0;0;0;0
U10899;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
U10899;SSNA;SF;S16019;1;1;1;0;2;1;0;0;0;0;0;0;7;2;3;3;4;5;1;0;0;0;0;0
U10899;SSNA;LT;T14S59;0;0;7;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0
U10899;SSNA;LA;A13870;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0
U10899;SSNA;LA;A14005;3;3;1;2;0;0;0;0;0;0;0;0;5;4;14;5;1;1;0;0;0;0;0;0
U10899;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T16026;3;2;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T11008;1;2;3;0;0;5;0;0;0;0;0;0;1;10;25;7;1;22;0;0;0;0;0;0
U10899;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;1;0;0;0;0;0;0
U10899;SSNA;LA;A11030;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
U10899;SSNA;LT;T12057;2;2;4;2;1;1;0;0;0;0;0;0;0;8;7;4;0;0;0;0;0;0;0;0
U10899;SSNA;LA;A18869;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T14063;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
U10899;SSNA;LA;A12017;2;1;3;1;0;1;0;0;0;0;0;0;0;5;12;1;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T14007;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T18868;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10899;SSNA;LP;P16006;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10899;SSNA;LA;A16028;2;0;3;1;0;0;0;0;0;0;0;0;11;6;4;2;1;0;0;0;0;0;0;0
U10899;SSNA;SV;S16022;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T13660;14;2;1;2;1;1;0;0;0;0;0;0;53;23;23;18;10;2;0;0;0;0;0;0
U10899;SSNA;LT;T13059;0;0;5;4;0;3;0;0;0;0;0;0;0;0;5;2;0;3;0;0;0;0;0;0
U12361;SSNA;SI;S18863;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;5;30;6;1;0;0;0;0;0
U12361;SSNA;LT;T12058;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;3;7;0;0;0;0;0;0
U12361;SSNA;ST;S16021;12;6;3;7;4;2;4;0;0;0;0;0;30;7;10;4;15;36;56;0;0;0;0;0
U12361;SSNA;LT;T18867;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0
U12361;SSNA;LT;T12057;9;6;5;1;0;11;0;0;0;0;0;0;7;22;27;4;1;18;0;0;0;0;0;0
U12361;SSNA;LT;T14S59;7;5;10;18;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
U12361;SSNA;LA;A13870;22;2;1;1;1;0;0;0;0;0;0;0;31;12;7;4;2;8;0;0;0;0;0;0
U12361;SSNA;LT;T16024;1;0;0;0;0;0;0;0;0;0;0;0;23;1;2;0;3;0;9;0;0;0;0;0
U12361;SSNA;SI;S14S52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
U12361;SSNA;SI;S13052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U12361;SSNA;LA;A16028;8;1;0;0;1;0;1;0;0;0;0;0;16;1;3;6;7;3;9;0;0;0;0;0
U12361;SSNA;LT;T16026;5;0;0;1;6;2;1;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0
U12361;SSNA;SF;S18866;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;4;3;0;0;0;0;0;0
U12361;SSNA;SI;S14056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
U12361;SSNA;LA;A14005;9;4;3;4;1;1;0;0;0;0;0;0;17;8;33;35;10;23;0;0;0;0;0;0
U12361;SSNA;LT;T13660;30;14;12;5;2;13;0;0;0;0;0;0;112;57;84;41;21;31;0;0;0;0;0;0
U12361;SSNA;LT;T14007;0;0;5;4;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
U12361;SSNA;LA;A18869;2;0;2;0;0;0;0;0;0;0;0;0;0;0;5;3;4;0;2;0;0;0;0;0
U12361;SSNA;SV;S18865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U12361;SSNA;LT;T13059;31;3;4;4;8;17;0;0;0;0;0;0;5;1;2;2;3;4;0;0;0;0;0;0
U12361;SSNA;SV;S16022;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;0
U12361;SSNA;LT;T18868;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
U12361;SSNA;LT;T11008;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
U12361;SSNA;SF;S16019;13;2;0;0;2;6;4;0;0;0;0;0;50;14;7;3;23;29;29;0;0;0;0;0
U12361;SSNA;SI;S16020;118;15;19;18;24;33;28;0;0;0;0;0;377;94;107;82;144;244;363;0;0;0;0;0
U12361;SSNA;LA;A12017;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;5;7;12;0;0;0;0;0;0
U9639;SSNA;LP;PSP871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
U9639;SSNA;SI;S18863;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;2;15;11;0;0;0;0;0
U9639;SSNA;SV;S16022;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0
U9639;SSNA;LT;T12057;4;1;0;8;1;10;0;0;0;0;0;0;5;3;0;1;0;0;0;0;0;0;0;0
U9639;SSNA;LA;A13870;0;0;2;0;3;8;0;0;0;0;0;0;0;0;1;0;2;7;0;0;0;0;0;0
U9639;SSNA;LA;A12017;8;1;8;5;8;6;0;0;0;0;0;0;11;1;9;6;4;7;0;0;0;0;0;0
U9639;SSNA;ST;S16021;36;17;5;10;0;1;26;0;0;0;0;0;29;23;8;14;3;2;53;0;0;0;0;0
U9639;SSNA;SF;S18866;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9639;SSNA;LT;T16026;5;0;2;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
U9639;SSNA;SI;S14S52;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0
U9639;SSNA;LA;A11030;0;2;6;2;4;14;0;0;0;0;0;0;0;0;5;14;5;5;0;0;0;0;0;0
U9639;SSNA;LT;T13059;4;6;9;7;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9639;SSNA;LT;T11008;0;3;13;13;5;23;0;0;0;0;0;0;1;2;12;16;1;9;0;0;0;0;0;0
U9639;SSNA;LP;PSP872;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9639;SSNA;LA;A18869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9639;SSNA;SI;S16020;83;39;52;40;45;57;128;0;0;0;0;0;169;116;105;131;111;88;335;0;0;0;0;0
U9639;SSNA;LT;T14S59;0;0;0;0;6;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9639;SSNA;LT;T14007;1;4;1;1;0;3;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0
U9639;SSNA;LT;T12058;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9639;SSNA;LA;A14005;3;4;13;7;3;12;0;0;0;0;0;0;8;6;6;3;6;22;0;0;0;0;0;0
U9639;SSNA;LA;A16028;7;4;4;2;0;7;0;0;0;0;0;0;3;5;6;1;0;24;0;0;0;0;0;0
U9639;SSNA;LP;P16006;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9639;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9639;SSNA;SF;S16019;1;0;1;0;0;0;5;0;0;0;0;0;7;1;2;2;3;0;21;0;0;0;0;0
U9639;SSNA;LT;T13660;155;12;4;4;0;33;0;0;0;0;0;0;262;11;2;1;1;18;0;0;0;0;0;0
U9639;SSNA;ST;S18864;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U10509;SSNA;LT;T11008;0;14;21;0;0;8;0;0;0;0;0;0;0;10;25;0;0;1;0;0;0;0;0;0
U10509;SSNA;LA;A18869;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
U10509;SSNA;LP;P16006;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;LT;T16024;0;0;0;0;0;1;4;0;0;0;0;0;0;3;9;5;12;7;30;0;0;0;0;0
U10509;SSNA;SV;S18865;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;SF;S18866;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;2;0;0;0;0;0;0;0
U10509;SSNA;SF;S16019;5;4;5;8;3;2;2;0;0;0;0;0;22;11;34;17;9;3;9;0;0;0;0;0
U10509;SSNA;LT;T14S59;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;SI;S16020;55;46;48;45;71;95;66;0;0;0;0;0;95;93;208;62;92;133;163;0;0;0;0;0
U10509;SSNA;LT;T16026;4;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;ST;S18864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
U10509;SSNA;LA;A14005;6;1;4;3;3;9;0;0;0;0;0;0;3;0;2;2;2;14;0;0;0;0;0;0
U10509;SSNA;LT;T13660;126;1;1;0;0;0;0;0;0;0;0;0;177;3;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;SI;S18863;0;0;1;2;0;3;1;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0
U10509;SSNA;SI;S13052;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;ST;S16021;16;7;6;6;8;7;8;0;0;0;0;0;26;11;14;9;2;12;11;0;0;0;0;0
U10509;SSNA;SI;S14S52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
U10509;SSNA;LT;T12058;0;0;3;1;2;2;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0
U10509;SSNA;LA;A16028;4;1;0;9;3;2;7;0;0;0;0;0;3;0;1;2;1;2;1;0;0;0;0;0
U10509;SSNA;LT;T14007;3;4;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;SV;S16022;2;7;4;8;6;15;17;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0
U10509;SSNA;LA;A13870;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
U10509;SSNA;LA;A11030;0;7;17;0;0;11;0;0;0;0;0;0;0;9;29;0;1;1;0;0;0;0;0;0
U10509;SSNA;LT;T13059;0;0;9;8;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10509;SSNA;LT;T12057;2;6;6;1;0;7;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0
U10509;SSNA;LA;A12017;14;13;24;11;8;24;0;0;0;0;0;0;10;12;16;1;2;13;0;0;0;0;0;0
CV14359;AFAM;AR;013CDE;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CV14359;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
CV14359;AFAM;PR;018P01;8;3;4;3;6;7;2;0;0;0;0;0;7;0;3;2;7;4;0;0;0;0;0;0
CV14359;AFAM;AR;011124;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
CV14359;AFAM;PA;012117;0;1;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0
CV14359;AFAM;PA;011121;2;0;1;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0
CV14359;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CV14359;AFAM;PD;018PD1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9432;SSNA;LT;T14007;0;0;5;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9432;SSNA;LA;A16028;13;0;1;3;0;5;3;0;0;0;0;0;21;0;3;1;0;7;7;0;0;0;0;0
U9432;SSNA;LT;T14063;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9432;SSNA;SI;S16020;93;36;31;19;34;48;76;0;0;0;0;0;354;115;123;93;184;214;479;0;0;0;0;0
