ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
C7968;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
C2838;RALN;ND;CC;0;0;1;4;0;0;0;0;0;0
P9067;RALN;ND;CD;4;25;0;0;0;0;0;0;0;0
P9067;RALN;ND;CC;9;30;0;0;0;0;0;0;0;0
P9067;RALN;ND;CB;0;6;0;0;0;0;0;0;0;0
C3723;PRBZ;NF;CB;0;0;0;0;2;0;0;0;0;0
C3723;PRBZ;NF;CA;0;0;0;0;0;1;0;0;0;0
CS10454;RALN;ND;CC;0;0;0;0;0;0;0;2;0;0
CS10454;RALN;ND;CD;0;0;0;0;0;0;0;2;0;0
E8535;EPNE;ME;OP;0;0;0;0;0;0;2;0;0;0
E8535;EPNE;ME;FU;0;0;10;14;10;13;602;1215;0;0
E8535;EPNE;ME;AP;0;0;0;0;0;0;7;7;0;0
E8535;EPNE;ME;AT;0;0;6;2;6;0;193;212;0;0
C6670;RALN;ND;CB;0;0;0;0;4;1;0;0;0;0
C6670;RALN;ND;CC;0;0;2;1;1;0;0;0;0;0
C5876;RALN;ND;CA;0;0;1;0;0;0;0;0;0;0
C5876;RALN;ND;CB;0;0;3;0;1;0;0;0;0;0
C5876;RALN;ND;CD;0;0;0;0;0;0;1;2;0;0
C5876;RALN;ND;CC;0;0;8;1;0;1;0;1;0;0
C3184;RALN;ND;CB;0;0;0;0;7;0;0;0;0;0
C3184;RALN;ND;CC;0;0;2;2;4;3;0;0;0;0
C3184;RALN;ND;CD;0;0;0;0;1;1;0;0;0;0
C7853;PRBZ;NF;CB;0;0;0;0;5;0;0;0;0;0
C7853;PRBZ;NF;CC;0;0;0;0;0;0;0;1;0;0
LS14232;LS13;NF;LI;0;0;14;0;0;0;56;30;0;0
C5911;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C6903;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
C2231;RALN;ND;CD;7;16;1;1;0;0;0;0;0;0
C2231;RALN;ND;CB;8;12;0;1;0;0;0;0;0;0
C2231;RALN;ND;CC;16;13;10;8;0;2;0;0;0;0
C2231;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
U9472;SSNA;ND;DT;0;0;0;0;0;0;1;2;0;0
U9472;SSNA;ND;LA;0;0;1;0;0;0;13;25;0;0
U9472;SSNA;ND;LT;0;0;47;45;24;6;1;3;0;0
U9472;SSNA;ND;DA;0;0;0;0;0;0;2;6;0;0
U9472;SSNA;ND;PS;0;0;0;0;0;0;2;1;0;0
U9472;SSNA;ND;PL;0;0;0;0;0;0;0;1;0;0
U9472;SSNA;ND;SV;0;0;0;0;0;0;1;0;0;0
U9472;SSNA;ND;BI;0;0;2;5;2;4;0;2;0;0
U9472;SSNA;ND;ST;0;0;25;23;23;22;1;0;0;0
U9472;SSNA;ND;FM;0;0;0;0;1;1;0;1;0;0
U9472;SSNA;ND;MD;0;0;64;136;49;80;1;11;0;0
U9472;SSNA;ND;SF;0;0;4;3;0;0;0;0;0;0
U9472;SSNA;ND;SI;0;0;43;356;46;327;0;1;0;0
U9472;SSNA;ND;CH;0;0;0;0;0;1;0;0;0;0
C7774;RALN;ND;CC;0;0;1;0;0;0;0;0;0;0
OL12975;EPNE;ME;FU;0;0;0;0;0;0;0;2;0;0
OL12975;EPNE;ME;AT;0;0;0;0;0;0;0;1;0;0
C1863;RALN;ND;CC;0;0;0;0;0;0;1;1;0;0
E8441;EPNE;ME;AT;0;0;0;0;0;0;0;2;0;0
C6968;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C4389;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
P9118;RALN;ND;CD;1;0;0;0;6;1;8;21;0;0
P9118;RALN;ND;CC;1;1;9;1;17;2;12;29;0;0
P9118;RALN;ND;CB;0;0;1;3;16;0;0;3;0;0
C725;RALN;ND;CC;0;0;0;0;1;1;1;0;0;0
C725;RALN;ND;CB;0;0;0;0;9;0;0;0;0;0
C725;RALN;ND;CD;0;0;0;0;2;2;0;0;0;0
C3460;REFR;SC;CB;0;0;0;0;0;1;0;1;0;0
C3460;REFR;SC;CD;0;0;0;0;0;0;1;3;0;0
C3460;REFR;SC;CC;0;0;0;0;0;1;0;10;0;0
CM9080;RALN;ND;CC;0;0;55;16;62;15;118;67;0;0
CM9080;RALN;ND;CB;0;0;30;2;29;2;17;15;0;0
CM9080;RALN;ND;CD;0;0;3;0;5;0;123;100;0;0
C8043;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
C8043;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C8043;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
V9758;RALN;ND;CD;1;1;0;0;0;0;11;20;0;0
V9758;RALN;ND;CC;0;6;0;0;0;0;9;33;0;0
V9758;RALN;ND;CB;1;0;0;0;0;0;0;2;0;0
C2802;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C2802;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C6233;RALN;ND;CC;0;0;23;13;23;13;5;9;0;0
C6233;RALN;ND;CB;0;0;0;3;0;3;1;1;0;0
C6233;RALN;ND;CD;0;0;1;2;1;2;3;7;0;0
C8039;RALN;ND;CC;0;0;0;0;0;1;0;1;0;0
C8039;RALN;ND;CD;0;0;0;0;0;0;0;1;0;0
C8039;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C5513;RALN;ND;CD;0;0;2;2;3;3;0;2;0;0
C5513;RALN;ND;CC;0;1;13;15;9;8;0;3;0;0
C5513;RALN;ND;CB;0;0;1;2;9;0;0;2;0;0
C645;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
C3951;RALN;ND;CC;0;0;4;1;0;0;0;0;0;0
C3072;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C3072;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C6503;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
C7495;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C7495;RALN;ND;CB;0;0;1;1;0;0;0;0;0;0
C7495;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
C4057;REFR;SC;CC;0;0;0;0;0;0;0;2;0;0
C4057;REFR;SC;CB;0;0;0;4;0;0;0;0;0;0
C4057;REFR;SC;XA;0;0;5;0;0;0;0;0;0;0
C4057;REFR;SC;CD;0;0;0;0;0;0;0;1;0;0
C2254;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
IR18;ERIC;ND;4L;0;0;0;0;0;0;0;1;0;0
IR18;ERIC;ND;RC;0;0;0;0;0;0;5;14;0;0
IR18;ERIC;ND;TC;0;0;0;0;0;0;0;4;0;0
IR18;ERIC;ND;RI;0;0;0;0;0;0;2;1;0;0
D8321;RALN;ND;CD;0;0;0;0;0;0;4;3;0;0
D8321;RALN;ND;CC;0;0;0;0;2;0;3;6;0;0
D8321;RALN;ND;CB;0;0;0;0;1;0;0;6;0;0
C3246;RALN;ND;CB;0;0;0;0;0;0;2;0;0;0
C3246;RALN;ND;CC;0;0;0;0;0;0;7;3;0;0
C3246;RALN;ND;CD;0;0;0;0;0;0;5;2;0;0
C826;RALN;ND;CD;1;3;0;2;3;0;0;0;0;0
C826;RALN;ND;CC;4;5;17;2;5;0;0;0;0;0
C826;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C826;RALN;ND;CB;0;2;0;0;21;0;0;0;0;0
C5405;RALN;ND;CC;0;0;5;2;5;2;0;0;0;0
C5405;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C3481;RALN;ND;CC;0;0;1;1;0;1;1;4;0;0
C3481;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C6722;RALN;ND;CD;0;0;0;0;0;0;0;1;0;0
C6722;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C2466;RALN;ND;CB;0;0;0;0;6;0;0;0;0;0
C2466;RALN;ND;CD;0;0;0;0;0;0;1;5;0;0
C2466;RALN;ND;CC;0;0;0;0;0;0;0;5;0;0
C4339;RALN;ND;CB;0;0;2;0;5;0;0;0;0;0
C4339;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C4339;RALN;ND;CA;0;0;2;0;6;0;0;0;0;0
C4339;RALN;ND;CC;0;0;0;0;7;2;0;0;0;0
C5641;RALN;ND;CD;0;0;0;2;2;0;10;22;0;0
C5641;RALN;ND;CB;0;0;1;3;10;0;2;6;0;0
C5641;RALN;ND;CC;0;0;1;1;5;0;6;23;0;0
C5641;RALN;ND;CA;0;0;0;0;0;0;1;1;0;0
C4518;RALN;ND;CB;1;0;0;0;5;0;0;0;0;0
C4518;RALN;ND;CC;0;0;8;4;10;5;0;0;0;0
C4518;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C6398;RALN;ND;CC;0;0;2;1;3;2;0;0;0;0
C1892;RALN;ND;CC;0;0;0;0;0;10;0;0;0;0
P9100;RALN;ND;CA;0;0;0;0;4;1;6;2;0;0
P9100;RALN;ND;CB;0;0;0;0;9;0;20;53;0;0
P9100;RALN;ND;CD;0;0;11;2;7;1;17;20;0;0
P9100;RALN;ND;CC;0;0;29;2;14;0;26;12;0;0
C917;RALN;ND;CD;0;0;0;0;1;1;0;0;0;0
UC10585;RALN;ND;PC;0;0;0;0;9;0;2;0;0;0
UC10585;RALN;ND;CD;0;0;3;2;0;1;2;2;0;0
C485;RALN;ND;CC;0;0;0;0;2;0;0;0;0;0
C2156;RALN;ND;CD;1;1;0;0;0;0;0;0;0;0
C2156;RALN;ND;CC;2;1;0;0;0;0;0;0;0;0
U9559;SSNA;ND;LT;0;0;38;121;12;3;0;0;0;0
U9559;SSNA;ND;SI;0;0;164;479;66;105;0;0;0;0
U9559;SSNA;ND;MD;0;0;74;97;145;124;0;0;0;0
U9559;SSNA;ND;LA;0;0;0;1;0;0;0;0;0;0
U9559;SSNA;ND;FM;0;0;0;0;0;4;0;0;0;0
U9559;SSNA;ND;BI;0;0;0;0;1;6;0;0;0;0
U9559;SSNA;ND;ST;0;0;31;46;21;22;0;0;0;0
U12349;SSNA;ND;MV;0;0;8;5;24;16;0;0;0;0
U12349;SSNA;ND;DP;0;0;4;0;2;0;2;0;0;0
U12349;SSNA;ND;PS;0;0;3;2;2;1;0;0;0;0
U12349;SSNA;ND;SF;0;0;13;56;0;1;0;10;0;0
U12349;SSNA;ND;LT;0;0;434;1577;216;679;14;47;0;0
U12349;SSNA;ND;CH;0;0;2;0;0;1;0;0;0;0
U12349;SSNA;ND;MO;0;0;2;0;0;0;0;0;0;0
U12349;SSNA;ND;FM;0;0;2;3;0;0;0;1;0;0
U12349;SSNA;ND;MD;0;0;740;960;622;675;2;7;0;0
U12349;SSNA;ND;BI;0;0;5;29;5;27;0;0;0;0
U12349;SSNA;ND;PC;0;0;1;0;0;0;0;0;0;0
U12349;SSNA;ND;LA;0;0;28;128;0;2;30;158;0;0
U12349;SSNA;ND;SV;0;0;70;63;209;88;8;3;0;0
U12349;SSNA;ND;ST;0;0;224;312;190;227;4;7;0;0
U12349;SSNA;ND;PL;0;0;1;7;0;0;0;0;0;0
U12349;SSNA;ND;FI;0;0;0;0;0;0;0;1;0;0
U12349;SSNA;ND;SI;0;0;1027;4018;820;2481;5;16;0;0
IP10736;RALN;ND;CC;0;0;0;11;0;0;0;0;0;0
IP10736;RALN;ND;CB;0;0;2;52;0;0;0;0;0;0
M8653;MNST;MM;AT;0;0;67;84;47;66;55;159;0;0
M8653;MNST;MM;OP;0;0;1;0;1;0;0;1;0;0
M8653;MNST;MM;FU;0;0;17;32;21;61;108;233;0;0
C4978;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C1014;RALN;ND;CD;0;0;0;0;0;0;1;2;0;0
C1014;RALN;ND;CC;0;0;3;1;0;0;1;3;0;0
C1014;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C1060;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
C7704;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C7704;RALN;ND;CC;0;0;0;0;0;1;0;0;0;0
C5212;RALN;ND;CB;0;0;0;0;7;0;0;0;0;0
C5212;RALN;ND;CC;0;0;0;0;6;5;0;0;0;0
C4241;RALN;ND;CC;0;0;6;4;5;4;2;14;0;0
C4241;RALN;ND;CD;0;0;2;1;2;2;5;8;0;0
C4241;RALN;ND;CB;0;0;0;0;4;0;2;1;0;0
C207;RALN;ND;CC;0;0;0;0;1;2;0;0;0;0
C4880;RALN;ND;CC;0;0;9;1;9;3;0;0;0;0
UC12393;RALN;ND;CC;0;0;0;0;2;0;3;26;0;0
UC12393;RALN;ND;CB;0;0;0;0;3;1;1;2;0;0
UC12393;RALN;ND;CD;0;0;0;0;1;1;2;11;0;0
V9717;RALN;ND;CA;0;0;1;2;0;0;0;0;0;0
V9717;RALN;ND;CB;0;0;0;0;0;0;10;16;0;0
V9717;RALN;ND;CD;0;0;0;0;0;0;8;10;0;0
V9717;RALN;ND;CC;0;4;0;0;0;0;14;48;0;0
C7865;RALN;ND;CC;0;0;3;1;0;0;0;0;0;0
P9104;RALN;ND;CC;0;2;9;0;5;0;0;2;0;0
P9104;RALN;ND;CB;0;1;0;0;13;0;0;0;0;0
P9104;RALN;ND;CD;0;3;0;0;0;0;0;3;0;0
C2235;REFR;SC;XA;0;0;4;2;0;0;0;0;0;0
C2015;RALN;ND;CC;2;9;0;0;0;2;0;0;0;0
C2015;RALN;ND;CD;1;2;0;0;0;0;0;0;0;0
C7717;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C7717;RALN;ND;CC;0;0;3;1;3;1;0;1;0;0
CS11807;RALN;ND;CC;0;0;0;0;0;0;2;6;0;0
CS11807;RALN;ND;CD;0;0;0;0;0;0;9;20;0;0
CS11807;RALN;ND;CB;0;0;0;0;0;0;0;3;0;0
C6479;RALN;ND;CC;0;0;11;5;5;1;4;2;0;0
C6479;RALN;ND;CB;0;0;0;0;3;1;0;0;0;0
C6479;RALN;ND;CD;0;0;0;2;0;0;0;4;0;0
AP192;SSNA;ND;LP;0;0;0;0;0;0;0;1;0;0
AP192;SSNA;ND;LT;0;4;10;1;33;29;249;364;0;0
AP192;SSNA;ND;SV;0;0;0;0;44;19;0;0;0;0
AP192;SSNA;ND;ST;0;0;0;0;0;0;101;122;0;0
AP192;SSNA;ND;LA;0;4;0;0;0;0;56;152;0;0
AP192;SSNA;ND;PC;0;0;0;0;0;0;5;5;0;0
AP192;SSNA;ND;DT;0;0;0;0;1;2;8;7;0;0
AP192;SSNA;ND;BI;0;0;0;0;0;7;0;0;0;0
AP192;SSNA;ND;PS;0;0;0;0;1;0;11;27;0;0
AP192;SSNA;ND;MD;0;0;0;0;0;0;1;0;0;0
AP192;SSNA;ND;FI;0;0;0;0;0;4;0;0;0;0
AP192;SSNA;ND;CH;0;0;0;0;5;9;0;0;0;0
C2684;RALN;ND;CB;0;0;0;0;5;0;1;0;0;0
C2684;RALN;ND;CD;0;0;2;0;0;0;1;1;0;0
C2684;RALN;ND;CC;0;0;11;7;10;3;5;3;0;0
C12286;RALN;ND;CB;0;0;0;0;4;0;0;0;0;0
C12286;RALN;ND;CC;0;0;2;2;0;2;0;0;0;0
C3655;RALN;ND;CD;0;0;0;0;0;0;1;0;0;0
C1173;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C1173;RALN;ND;CD;0;0;0;0;0;0;1;1;0;0
C910;RALN;ND;CC;0;0;21;10;1;3;0;6;0;0
C910;RALN;ND;CB;0;0;0;0;3;0;0;3;0;0
C910;RALN;ND;CD;0;0;3;3;3;0;0;2;0;0
C910;RALN;ND;CA;0;0;0;0;4;0;0;0;0;0
PA136;RALN;ND;CC;0;0;0;0;0;0;0;2;0;0
Q9182;UNIV;ND;CC;0;0;0;0;0;0;51;27;0;0
Q9182;UNIV;ND;CB;0;0;0;0;0;0;11;2;0;0
Q9182;UNIV;ND;CE;0;0;0;0;0;0;1;4;0;0
Q9182;UNIV;ND;CD;0;0;0;0;0;0;26;11;0;0
C4300;RALN;ND;CC;0;0;1;0;0;1;0;0;0;0
C6368;RALN;ND;CC;0;0;4;0;4;0;0;0;0;0
CS10072;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C6020;RALN;ND;CC;0;0;17;10;18;10;0;0;0;0
C6020;RALN;ND;CD;0;0;8;0;8;0;0;0;0;0
C5130;RALN;ND;CC;0;0;3;1;0;0;0;0;0;0
C6892;RALN;ND;CC;0;0;0;0;3;1;1;1;0;0
C6892;RALN;ND;CB;0;0;0;0;6;0;1;0;0;0
C6892;RALN;ND;CD;0;0;0;0;1;1;0;2;0;0
CS12299;RALN;ND;CC;0;0;0;0;0;0;2;5;0;0
CS12299;RALN;ND;CD;0;0;0;0;0;0;4;1;0;0
C6362;REFR;SC;CC;0;0;0;0;0;0;1;2;0;0
J8626;SSNA;ND;DT;0;1;0;0;0;0;0;0;0;0
J8626;SSNA;ND;BI;0;0;0;0;1;8;0;0;0;0
J8626;SSNA;ND;MD;0;0;0;0;97;83;0;0;0;0
J8626;SSNA;ND;ST;0;0;5;18;13;33;0;0;0;0
J8626;SSNA;ND;SI;0;0;81;204;12;28;0;0;0;0
J8626;SSNA;ND;LT;0;0;50;89;41;10;0;0;0;0
C1225;RALN;ND;CC;0;0;0;0;0;0;0;2;0;0
C1225;RALN;ND;CD;0;0;0;0;0;0;1;0;0;0
C2669;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C2669;RALN;ND;CC;0;0;0;0;0;0;0;3;0;0
J8633;SSNA;ND;BI;0;0;2;12;1;1;0;0;0;0
J8633;SSNA;ND;DA;0;0;0;0;0;0;1;0;0;0
J8633;SSNA;ND;LA;0;0;1;4;0;0;3;26;0;0
J8633;SSNA;ND;SI;0;0;236;562;71;165;0;1;0;0
J8633;SSNA;ND;ST;0;0;42;61;29;44;0;0;0;0
J8633;SSNA;ND;LT;0;0;191;330;56;71;7;11;0;0
J8633;SSNA;ND;MD;0;0;116;146;127;132;0;0;0;0
U9563;SSNA;ND;BI;0;0;0;0;0;4;0;0;0;0
U9563;SSNA;ND;LT;0;0;25;209;6;2;0;0;0;0
U9563;SSNA;ND;MD;0;0;45;44;48;45;0;0;0;0
U9563;SSNA;ND;SV;0;0;0;0;14;18;0;0;0;0
U9563;SSNA;ND;LA;0;0;0;0;0;0;0;2;0;0
U9563;SSNA;ND;MV;0;0;0;0;7;3;0;0;0;0
U9563;SSNA;ND;ST;0;0;36;52;18;24;0;0;0;0
U9563;SSNA;ND;SI;0;0;62;378;25;86;0;0;0;0
C3104;RALN;ND;CB;0;0;0;0;3;0;0;0;0;0
C3104;RALN;ND;CC;0;0;4;4;2;0;0;2;0;0
C1560;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C1560;RALN;ND;CB;0;0;0;0;7;0;0;0;0;0
C3885;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C3885;RALN;ND;CD;0;0;3;1;0;0;0;0;0;0
C3885;RALN;ND;CC;0;0;2;0;1;2;0;0;0;0
C6988;RALN;ND;CC;0;0;0;0;1;1;0;0;0;0
C8054;RALN;ND;CC;0;0;11;5;2;1;0;0;0;0
C8054;RALN;ND;CD;0;0;2;0;2;1;0;0;0;0
C8054;RALN;ND;CB;0;0;0;0;5;1;0;0;0;0
CS10373;RALN;ND;CC;0;0;25;20;18;16;0;1;0;0
CS10373;RALN;ND;CD;0;0;4;4;4;2;0;0;0;0
CS10373;RALN;ND;CB;0;0;4;0;0;0;0;0;0;0
C2923;RALN;ND;CC;0;0;0;0;0;3;0;0;0;0
C6517;RALN;ND;CB;0;0;1;0;0;0;0;0;0;0
C6517;RALN;ND;CC;0;0;3;0;0;0;0;0;0;0
C6517;RALN;ND;CD;0;0;3;3;0;0;0;0;0;0
U9478;SSNA;ND;ST;0;0;63;151;47;93;2;0;0;0
U9478;SSNA;ND;SF;0;0;0;3;0;0;0;0;0;0
U9478;SSNA;ND;SI;0;0;394;1330;310;979;0;5;0;0
U9478;SSNA;ND;LA;0;0;5;6;2;3;13;62;0;0
U9478;SSNA;ND;DT;0;0;0;0;1;1;1;1;0;0
U9478;SSNA;ND;DP;0;0;0;0;1;1;0;0;0;0
U9478;SSNA;ND;LT;0;0;69;276;51;132;13;11;0;0
U9478;SSNA;ND;DA;0;0;0;0;0;0;1;3;0;0
U9478;SSNA;ND;MD;0;0;243;272;154;162;2;7;0;0
U9478;SSNA;ND;CH;0;0;0;0;0;1;0;0;0;0
U9478;SSNA;ND;PL;0;0;0;0;0;0;1;0;0;0
U9478;SSNA;ND;BI;0;0;0;2;0;3;1;0;0;0
U9478;SSNA;ND;FM;0;0;0;1;0;2;0;1;0;0
U9478;SSNA;ND;PS;0;0;0;0;0;1;0;0;0;0
C2837;RALN;ND;CA;0;0;0;0;2;0;0;0;0;0
C2837;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C2837;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
LS14238;LS13;NF;LI;0;0;0;0;0;0;24;63;0;0
IP14420;RALN;ND;CC;0;0;0;0;0;0;4;5;0;0
IP14420;RALN;ND;CD;0;0;0;0;0;0;2;14;0;0
C8248;RALN;ND;CB;0;0;0;0;0;0;1;0;0;0
R9207;RALN;ND;PC;0;0;0;0;0;0;2;5;0;0
R9207;RALN;ND;CB;0;0;46;8;16;0;16;25;0;0
R9207;RALN;ND;CC;0;0;0;0;4;1;6;13;0;0
R9207;RALN;ND;CD;0;0;0;0;0;0;11;27;0;0
R9207;RALN;ND;CB;0;0;8;2;6;2;2;2;0;0
R9207;RALN;ND;CD;0;0;0;0;26;13;53;119;0;0
R9207;RALN;ND;CC;0;0;1;0;41;8;44;66;0;0
V14363;RALN;ND;CD;8;17;0;0;1;3;0;0;0;0
V14363;RALN;ND;CC;10;16;0;0;1;1;0;0;0;0
LS12078;LS13;NF;LI;0;1;0;0;0;0;6;32;0;0
C4167;RALN;ND;CD;0;0;7;17;0;0;0;0;0;0
C4167;RALN;ND;CB;0;0;1;1;8;0;0;0;0;0
C4167;RALN;ND;CC;0;0;36;22;35;14;0;0;0;0
C6786;RALN;ND;CC;0;0;2;2;0;0;0;0;0;0
C4112;PRBZ;NF;CB;0;0;0;0;2;0;0;0;0;0
D10956;EN60;ND;LI;0;0;0;0;0;0;5;8;0;0
C4480;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C4480;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C4480;RALN;ND;CD;0;0;0;0;0;0;1;0;0;0
C4870;RALN;ND;CB;0;0;0;0;4;0;1;0;0;0
C4870;RALN;ND;CD;0;0;1;1;0;0;0;2;0;0
C4870;RALN;ND;CC;0;0;7;4;1;2;0;1;0;0
ES10847;RALN;ND;CC;0;0;0;0;0;0;5;8;0;0
ES10847;RALN;ND;CD;0;0;0;0;0;0;3;2;0;0
ES10847;RALN;ND;CB;0;0;0;0;0;0;3;1;0;0
C5729;RALN;ND;CC;0;0;2;1;1;2;0;0;0;0
C5729;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C1390;RALN;ND;CD;0;0;3;5;0;0;3;19;0;0
C1390;RALN;ND;CC;0;0;14;34;2;5;5;19;0;0
C1390;RALN;ND;CA;0;0;1;1;0;0;0;0;0;0
C1390;RALN;ND;CB;0;0;7;8;0;1;0;7;0;0
C1946;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C5015;RALN;ND;CC;0;3;13;1;11;1;0;1;0;0
C5015;RALN;ND;CD;0;1;1;3;1;3;0;0;0;0
C5015;RALN;ND;CB;0;0;0;2;0;0;0;0;0;0
ES10584;RALN;ND;CC;0;0;0;0;0;0;16;75;0;1
ES10584;RALN;ND;CB;0;0;0;0;0;0;3;3;0;0
ES10584;RALN;ND;CD;0;0;0;0;0;0;16;35;0;0
P9110;RALN;ND;CC;0;0;0;0;7;1;0;0;0;0
P9110;RALN;ND;CD;0;0;0;0;4;0;0;0;0;0
P9110;RALN;ND;CB;0;0;0;0;24;0;0;0;0;0
C4347;RALN;ND;CC;0;0;110;75;57;24;182;57;0;0
C4347;RALN;ND;CD;0;0;14;11;20;11;123;38;0;0
C4347;RALN;ND;CA;0;0;1;9;0;0;0;2;0;0
C4347;RALN;ND;CB;0;0;8;68;7;0;3;27;0;0
C7400;RALN;ND;CB;0;1;6;2;11;2;12;18;0;0
C7400;RALN;ND;CC;1;1;38;27;41;15;34;93;0;0
C7400;RALN;ND;CD;0;0;6;4;15;3;20;47;0;0
Q9179;UNIV;ND;CD;1;1;0;0;0;0;39;100;0;0
Q9179;UNIV;ND;CB;1;1;0;0;0;0;5;2;0;0
Q9179;UNIV;ND;CC;4;5;0;0;0;0;126;220;0;0
Q9179;UNIV;ND;CE;0;2;0;0;0;0;4;10;0;0
C2525;RALN;ND;CC;1;4;33;55;51;15;19;48;0;0
C2525;RALN;ND;CD;0;2;6;1;9;5;9;42;0;0
C2525;RALN;ND;CB;0;0;0;0;5;0;1;20;0;0
C2525;RALN;ND;CA;0;0;0;18;2;0;0;2;0;0
C1067;RALN;ND;CD;0;0;0;0;0;0;0;2;0;0
ER10673;RESA;NF;CA;0;0;0;0;0;0;1;0;0;0
ER10673;RESA;NF;CB;0;0;32;1;0;0;19;19;0;0
ER10673;RESA;NF;CD;0;0;0;0;0;0;40;28;0;0
ER10673;RESA;NF;CC;0;0;0;0;0;0;15;11;0;0
C3869;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C3869;RALN;ND;CC;0;0;5;1;8;1;6;2;0;0
C3869;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C8173;RALN;ND;CD;0;0;0;0;0;0;0;1;0;0
C8173;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
C1735;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C1735;RALN;ND;CC;0;0;1;0;3;0;0;0;0;0
C865;RALN;ND;CC;0;0;4;0;2;1;0;1;0;0
C7571;RALN;ND;CD;0;0;3;0;3;0;0;0;0;0
C7571;RALN;ND;CA;0;0;2;0;0;0;0;0;0;0
C7571;RALN;ND;CB;0;0;0;0;0;0;1;0;0;0
C7571;RALN;ND;CC;0;0;25;12;25;12;0;0;0;0
UC12599;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C1338;RALN;ND;CB;0;0;0;0;0;0;0;5;0;0
C1338;RALN;ND;CC;0;0;0;0;0;0;0;2;0;0
C1338;RALN;ND;CD;0;0;0;0;0;0;0;2;0;0
ER9951;RALN;ND;CB;1;1;0;0;0;0;4;5;0;0
ER9951;RALN;ND;CC;2;6;0;0;0;0;52;161;0;0
ER9951;RALN;ND;CD;0;2;0;0;0;0;26;78;0;0
C3073;RALN;ND;CB;0;0;0;0;9;0;0;1;0;0
C3073;RALN;ND;CD;0;0;5;3;2;9;3;10;1;0
C3073;RALN;ND;CC;0;0;25;8;17;5;1;7;0;0
C861;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C861;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
C3095;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C2036;RALN;ND;CC;0;0;7;5;2;0;0;0;0;0
C2036;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C2036;RALN;ND;CD;0;0;2;4;0;3;0;0;0;0
P9086;RALN;ND;CC;0;2;2;0;7;1;1;8;0;0
