ANNO,CODI_CONTRATTO,CODI_MACROCATEGORIA,CODI_FONDO,DESC_FONDO,CODI_NATURA,DESC_NATURA,CODI_TIPO_VOCE_SPESA,TIPO_VOCE_SPESA
2015,SSNA,ME,2,Fondo retrib. risultato e qualità prestazione individuale,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,ME,2,Fondo retrib. risultato e qualità prestazione individuale,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,ME,2,Fondo retrib. risultato e qualità prestazione individuale,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,SSNA,ME,29,Fondo specificità medica, retrib. posizione, equiparazione,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,ME,29,Fondo specificità medica, retrib. posizione, equiparazione,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,ME,36,Fondo trattamento accessorio condizioni di lavoro,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,ME,36,Fondo trattamento accessorio condizioni di lavoro,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,ND,12,Fondo straord. e partic. condiz. disagio peric. o danno,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,ND,12,Fondo straord. e partic. condiz. disagio peric. o danno,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,ND,17,Fondo fasce, pos. org., ex ind. qualif. e ind. prof.le spec.,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,ND,17,Fondo fasce, pos. org., ex ind. qualif. e ind. prof.le spec.,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,ND,4,Fondo prod. coll. miglior. serv. e premio qual. prest. ind.,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,ND,4,Fondo prod. coll. miglior. serv. e premio qual. prest. ind.,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,SSNA,ND,4,Fondo prod. coll. miglior. serv. e premio qual. prest. ind.,9,Risorse variabili,F,FINANZIA
2015,SSNA,ND,4,Fondo prod. coll. miglior. serv. e premio qual. prest. ind.,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,NM,2,Fondo retrib. risultato e qualità prestazione individuale,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,NM,2,Fondo retrib. risultato e qualità prestazione individuale,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,SSNA,NM,2,Fondo retrib. risultato e qualità prestazione individuale,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,NM,2,Fondo retrib. risultato e qualità prestazione individuale,9,Risorse variabili,F,FINANZIA
2015,SSNA,NM,20,Fondo retrib. posizione, equiparazione, specifico tratt.,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SSNA,NM,20,Fondo retrib. posizione, equiparazione, specifico tratt.,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,NM,36,Fondo trattamento accessorio condizioni di lavoro,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SSNA,NM,36,Fondo trattamento accessorio condizioni di lavoro,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,UCAM,ND,11,Risorse per le politiche del personale e per la produttività,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,UCAM,ND,11,Risorse per le politiche del personale e per la produttività,9,Risorse variabili,F,FINANZIA
2015,UCAM,ND,11,Risorse per le politiche del personale e per la produttività,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,UCAM,ND,11,Risorse per le politiche del personale e per la produttività,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,UNIV,ND,18,Fondo per la retribuzione di posizione e di risultato EP,9,Risorse variabili,F,FINANZIA
2015,UNIV,ND,18,Fondo per la retribuzione di posizione e di risultato EP,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,UNIV,ND,18,Fondo per la retribuzione di posizione e di risultato EP,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,UNIV,ND,18,Fondo per la retribuzione di posizione e di risultato EP,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,UNIV,ND,30,Poste temporaneamente allocate all'esterno del Fondo,10,Risorse temporaneamente allocate all'esterno del Fondo,F,FINANZIA
2015,UNIV,ND,30,Poste temporaneamente allocate all'esterno del Fondo,16,Destinazioni temporaneamente allocate all'esterno del Fondo,U,UTILIZZO
2015,UNIV,ND,9,Fondo progressioni econ. e produtt. collettiva e individuale,9,Risorse variabili,F,FINANZIA
2015,UNIV,ND,9,Fondo progressioni econ. e produtt. collettiva e individuale,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,UNIV,ND,9,Fondo progressioni econ. e produtt. collettiva e individuale,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,UNIV,ND,9,Fondo progressioni econ. e produtt. collettiva e individuale,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,UNIV,2F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,UNIV,2F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,UNIV,2F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,UNIV,2F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,VVFF,ND,15,Fondo Unico di Amministrazione,9,Risorse variabili,F,FINANZIA
2015,VVFF,ND,15,Fondo Unico di Amministrazione,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,VVFF,ND,15,Fondo Unico di Amministrazione,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,VVFF,ND,15,Fondo Unico di Amministrazione,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
